,season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight,player_salary,number of games missed
4254,17-18,Marreese Speights,ORL,52,13.0,82,36.6,6-10,255,2,30
4255,08-09,Michael Beasley,MIA,81,24.8,82,1.2,6-9,235,4,1
4256,09-10,Michael Beasley,MIA,78,29.8,82,4.9,6-9,235,4,4
4257,10-11,Michael Beasley,MIN,73,32.3,82,11.0,6-9,235,4,9
4258,11-12,Michael Beasley,MIN,47,23.1,66,28.8,6-9,235,6,19
4259,12-13,Michael Beasley,PHX,75,20.7,82,8.5,6-9,235,5,7
4260,13-14,Michael Beasley,MIA,55,15.1,82,32.9,6-9,235,7,27
4261,14-15,Michael Beasley,MIA,24,21.0,82,70.7,6-9,235,0,58
4262,16-17,Michael Beasley,MIL,56,16.7,82,31.7,6-9,235,1,26
4263,17-18,Michael Beasley,NYK,74,22.3,82,9.8,6-9,235,2,8
4264,08-09,Mike Taylor,LAC,51,15.1,82,37.8,6-2,165,0,31
4265,08-09,Nicolas Batum,POR,79,18.4,82,3.7,6-8,200,1,3
4266,09-10,Nicolas Batum,POR,37,24.8,82,54.9,6-8,200,1,45
4267,10-11,Nicolas Batum,POR,80,31.5,82,2.4,6-8,200,1,2
4268,11-12,Nicolas Batum,POR,59,30.4,66,10.6,6-8,200,2,7
4269,12-13,Nicolas Batum,POR,73,38.4,82,11.0,6-8,200,11,9
4270,13-14,Nicolas Batum,POR,82,36.0,82,0.0,6-8,200,10,0
4271,14-15,Nicolas Batum,POR,71,33.5,82,13.4,6-8,200,11,11
4272,15-16,Nicolas Batum,CHA,70,35.0,82,14.6,6-8,200,11,12
4273,16-17,Nicolas Batum,CHA,77,34.0,82,6.1,6-8,200,20,5
4274,17-18,Nicolas Batum,CHA,64,31.0,82,22.0,6-8,200,22,18
4275,08-09,Ramon Sessions,MIL,79,27.5,82,3.7,6-3,190,0,3
4276,09-10,Ramon Sessions,MIN,82,21.1,82,0.0,6-3,190,3,0
4277,10-11,Ramon Sessions,CLE,81,26.3,82,1.2,6-3,190,3,1
4278,11-12,Ramon Sessions,LAL,64,26.7,66,3.0,6-3,190,4,2
4279,12-13,Ramon Sessions,CHA,61,27.1,82,25.6,6-3,190,5,21
4280,13-14,Ramon Sessions,MIL,83,26.7,82,-1.2,6-3,190,5,-1
4281,14-15,Ramon Sessions,WAS,64,18.6,82,22.0,6-3,190,2,18
4282,15-16,Ramon Sessions,WAS,82,20.3,82,0.0,6-3,190,2,0
4283,16-17,Ramon Sessions,CHA,50,16.2,82,39.0,6-3,190,6,32
4284,08-09,Robin Lopez,PHX,60,10.2,82,26.8,7-0,190,1,22
4285,09-10,Robin Lopez,PHX,51,19.3,82,37.8,7-0,190,1,31
4286,10-11,Robin Lopez,PHX,67,14.8,82,18.3,7-0,190,1,15
4287,11-12,Robin Lopez,PHX,64,14.0,66,3.0,7-0,190,2,2
4288,12-13,Robin Lopez,NOP,82,26.0,82,0.0,7-0,190,4,0
4289,13-14,Robin Lopez,POR,82,31.7,82,0.0,7-0,190,5,0
4290,14-15,Robin Lopez,POR,59,27.8,82,28.0,7-0,190,5,23
4291,15-16,Robin Lopez,NYK,82,27.1,82,0.0,7-0,190,12,0
4292,16-17,Robin Lopez,CHI,81,28.0,82,1.2,7-0,190,13,1
4293,17-18,Robin Lopez,CHI,64,26.4,82,22.0,7-0,190,13,18
4294,08-09,Roko Ukic,TOR,72,12.4,82,12.2,6-5,183,1,10
4295,08-09,Roy Hibbert,IND,70,14.4,82,14.6,7-2,270,1,12
4296,09-10,Roy Hibbert,IND,81,25.1,82,1.2,7-2,270,1,1
4297,10-11,Roy Hibbert,IND,81,27.7,82,1.2,7-2,270,1,1
4298,11-12,Roy Hibbert,IND,65,29.8,66,1.5,7-2,270,2,1
4299,12-13,Roy Hibbert,IND,79,28.7,82,3.7,7-2,270,13,3
4300,13-14,Roy Hibbert,IND,81,29.7,82,1.2,7-2,270,14,1
4301,14-15,Roy Hibbert,IND,76,25.3,82,7.3,7-2,270,14,6
4302,15-16,Roy Hibbert,LAL,81,23.2,82,1.2,7-2,270,15,1
4303,16-17,Roy Hibbert,DEN,48,14.2,82,41.5,7-2,270,5,34
4304,08-09,Rudy Fernandez,POR,78,25.6,82,4.9,6-6,185,1,4
4305,09-10,Rudy Fernandez,POR,62,23.2,82,24.4,6-6,185,1,20
4306,10-11,Rudy Fernandez,POR,78,23.3,82,4.9,6-6,185,1,4
4307,11-12,Rudy Fernandez,DEN,31,22.9,66,53.0,6-6,185,2,35
4308,08-09,Russell Westbrook,OKC,82,32.5,82,0.0,6-3,195,3,0
4309,09-10,Russell Westbrook,OKC,82,34.3,82,0.0,6-3,195,3,0
4310,10-11,Russell Westbrook,OKC,82,34.7,82,0.0,6-3,195,4,0
4311,11-12,Russell Westbrook,OKC,66,35.3,66,0.0,6-3,195,5,0
4312,12-13,Russell Westbrook,OKC,82,34.9,82,0.0,6-3,195,13,0
4313,13-14,Russell Westbrook,OKC,46,30.7,82,43.9,6-3,195,14,36
4314,14-15,Russell Westbrook,OKC,67,34.4,82,18.3,6-3,195,15,15
4315,15-16,Russell Westbrook,OKC,80,34.4,82,2.4,6-3,195,16,2
4316,16-17,Russell Westbrook,OKC,81,34.6,82,1.2,6-3,195,26,1
4317,17-18,Russell Westbrook,OKC,80,36.4,82,2.4,6-3,195,28,2
4318,08-09,Ryan Anderson,BRK,66,19.9,82,19.5,6-10,240,1,16
4319,09-10,Ryan Anderson,ORL,63,14.5,82,23.2,6-10,240,1,19
4320,10-11,Ryan Anderson,ORL,64,22.3,82,22.0,6-10,240,1,18
4321,11-12,Ryan Anderson,ORL,61,32.2,66,7.6,6-10,240,2,5
4322,12-13,Ryan Anderson,NOP,81,30.9,82,1.2,6-10,240,8,1
4323,13-14,Ryan Anderson,NOP,22,36.1,82,73.2,6-10,240,8,60
4324,14-15,Ryan Anderson,NOP,61,27.5,82,25.6,6-10,240,8,21
4325,15-16,Ryan Anderson,NOP,66,30.4,82,19.5,6-10,240,8,16
4326,16-17,Ryan Anderson,HOU,72,29.4,82,12.2,6-10,240,18,10
4327,17-18,Ryan Anderson,HOU,66,26.1,82,19.5,6-10,240,19,16
4328,08-09,Sean Marks,NOP,60,14.0,82,26.8,6-10,250,1,22
4329,08-09,Shannon Brown,LAL,48,9.9,82,41.5,6-4,205,0,34
4330,09-10,Shannon Brown,LAL,82,20.7,82,0.0,6-4,205,2,0
4331,10-11,Shannon Brown,LAL,82,19.1,82,0.0,6-4,205,2,0
4332,11-12,Shannon Brown,PHX,59,23.7,66,10.6,6-4,205,3,7
4333,12-13,Shannon Brown,PHX,59,23.8,82,28.0,6-4,205,3,23
4334,08-09,Stephen Graham,IND,52,13.2,82,36.6,6-6,215,0,30
4335,09-10,Stephen Graham,CHA,70,11.5,82,14.6,6-6,215,0,12
4336,10-11,Stephen Graham,BRK,59,16.2,82,28.0,6-6,215,0,23
4337,08-09,Steve Novak,LAC,71,16.4,82,13.4,6-10,170,0,11
4338,11-12,Steve Novak,NYK,54,18.9,66,18.2,6-10,170,0,12
4339,12-13,Steve Novak,NYK,81,20.3,82,1.2,6-10,170,4,1
4340,13-14,Steve Novak,TOR,54,10.0,82,34.1,6-10,170,3,28
4341,08-09,Von Wafer,HOU,63,19.4,82,23.2,6-5,210,0,19
4342,10-11,Von Wafer,BOS,58,9.5,82,29.3,6-5,210,0,24
4343,11-12,Von Wafer,ORL,33,14.2,66,50.0,6-5,210,0,33
4344,08-09,Will Bynum,DET,57,14.1,82,30.5,6-0,185,0,25
4345,09-10,Will Bynum,DET,63,26.5,82,23.2,6-0,185,0,19
4346,10-11,Will Bynum,DET,61,18.4,82,25.6,6-0,185,3,21
4347,11-12,Will Bynum,DET,36,14.3,66,45.5,6-0,185,3,30
4348,12-13,Will Bynum,DET,65,18.8,82,20.7,6-0,185,3,17
4349,13-14,Will Bynum,DET,56,18.8,82,31.7,6-0,185,2,26
4350,09-10,Anthony Tolliver,GSW,46,31.0,82,43.9,6-8,250,0,36
4351,10-11,Anthony Tolliver,MIN,65,21.0,82,20.7,6-8,250,2,17
4352,11-12,Anthony Tolliver,MIN,51,17.3,66,22.7,6-8,250,2,15
4353,12-13,Anthony Tolliver,ATL,62,15.5,82,24.4,6-8,250,0,20
4354,14-15,Anthony Tolliver,DET,76,18.9,82,7.3,6-8,250,3,6
4355,15-16,Anthony Tolliver,DET,72,18.6,82,12.2,6-8,250,3,10
4356,16-17,Anthony Tolliver,SAC,65,22.7,82,20.7,6-8,250,8,17
4357,17-18,Anthony Tolliver,DET,79,22.2,82,3.7,6-8,250,5,3
4358,09-10,Austin Daye,DET,69,13.3,82,15.9,6-11,220,1,13
4359,10-11,Austin Daye,DET,72,20.1,82,12.2,6-11,220,1,10
4360,11-12,Austin Daye,DET,41,14.7,66,37.9,6-11,220,1,25
4361,12-13,Austin Daye,MEM,55,12.3,82,32.9,6-11,220,2,27
4362,09-10,Brandon Jennings,MIL,82,32.6,82,0.0,6-1,170,2,0
4363,10-11,Brandon Jennings,MIL,63,34.4,82,23.2,6-1,170,2,19
4364,11-12,Brandon Jennings,MIL,66,35.3,66,0.0,6-1,170,2,0
4365,12-13,Brandon Jennings,MIL,80,36.2,82,2.4,6-1,170,3,2
4366,13-14,Brandon Jennings,DET,80,34.1,82,2.4,6-1,170,7,2
4367,14-15,Brandon Jennings,DET,41,28.6,82,50.0,6-1,170,8,41
4368,15-16,Brandon Jennings,ORL,48,18.1,82,41.5,6-1,170,8,34
4369,16-17,Brandon Jennings,WAS,81,22.2,82,1.2,6-1,170,5,1
4370,09-10,Chase Budinger,HOU,74,20.1,82,9.8,6-7,209,0,8
4371,10-11,Chase Budinger,HOU,78,22.3,82,4.9,6-7,209,0,4
4372,11-12,Chase Budinger,HOU,58,22.4,66,12.1,6-7,209,0,8
4373,12-13,Chase Budinger,MIN,23,22.1,82,72.0,6-7,209,0,59
4374,13-14,Chase Budinger,MIN,41,18.3,82,50.0,6-7,209,5,41
4375,14-15,Chase Budinger,MIN,67,19.2,82,18.3,6-7,209,5,15
4376,15-16,Chase Budinger,PHX,66,14.1,82,19.5,6-7,209,5,16
4377,09-10,Chris Hunter,GSW,60,13.0,82,26.8,6-11,240,0,22
4378,09-10,Danilo Gallinari,NYK,81,33.9,82,1.2,6-10,225,3,1
4379,10-11,Danilo Gallinari,DEN,62,33.9,82,24.4,6-10,225,3,20
4380,11-12,Danilo Gallinari,DEN,43,31.4,66,34.8,6-10,225,4,23
4381,12-13,Danilo Gallinari,DEN,71,32.5,82,13.4,6-10,225,9,11
4382,14-15,Danilo Gallinari,DEN,59,24.2,82,28.0,6-10,225,10,23
4383,15-16,Danilo Gallinari,DEN,53,34.7,82,35.4,6-10,225,13,29
4384,16-17,Danilo Gallinari,DEN,63,33.9,82,23.2,6-10,225,15,19
4385,17-18,Danilo Gallinari,LAC,21,32.0,82,74.4,6-10,225,20,61
4386,09-10,Dante Cunningham,POR,63,11.2,82,23.2,6-8,230,0,19
4387,10-11,Dante Cunningham,CHA,78,21.0,82,4.9,6-8,230,0,4
4388,11-12,Dante Cunningham,MEM,64,17.6,66,3.0,6-8,230,2,2
4389,12-13,Dante Cunningham,MIN,80,25.1,82,2.4,6-8,230,2,2
4390,13-14,Dante Cunningham,MIN,81,20.2,82,1.2,6-8,230,2,1
4391,14-15,Dante Cunningham,NOP,66,25.0,82,19.5,6-8,230,0,16
4392,15-16,Dante Cunningham,NOP,80,24.6,82,2.4,6-8,230,2,2
4393,16-17,Dante Cunningham,NOP,66,25.0,82,19.5,6-8,230,3,16
4394,17-18,Dante Cunningham,BRK,73,21.4,82,11.0,6-8,230,2,9
4395,09-10,Darren Collison,NOP,76,27.8,82,7.3,6-0,175,1,6
4396,10-11,Darren Collison,IND,79,29.9,82,3.7,6-0,175,1,3
4397,11-12,Darren Collison,IND,60,31.3,66,9.1,6-0,175,1,6
4398,12-13,Darren Collison,DAL,81,29.3,82,1.2,6-0,175,2,1
4399,13-14,Darren Collison,LAC,80,25.9,82,2.4,6-0,175,1,2
4400,14-15,Darren Collison,SAC,45,34.8,82,45.1,6-0,175,4,37
4401,15-16,Darren Collison,SAC,74,30.0,82,9.8,6-0,175,5,8
4402,16-17,Darren Collison,SAC,68,30.3,82,17.1,6-0,175,5,14
4403,17-18,Darren Collison,IND,69,29.3,82,15.9,6-0,175,10,13
4404,09-10,David Andersen,HOU,63,14.1,82,23.2,6-11,245,2,19
4405,09-10,DeJuan Blair,SAS,82,18.2,82,0.0,6-7,270,0,0
4406,10-11,DeJuan Blair,SAS,81,21.4,82,1.2,6-7,270,0,1
4407,11-12,DeJuan Blair,SAS,64,21.3,66,3.0,6-7,270,0,2
4408,12-13,DeJuan Blair,SAS,61,14.0,82,25.6,6-7,270,1,21
4409,13-14,DeJuan Blair,DAL,78,15.6,82,4.9,6-7,270,0,4
4410,09-10,DeMar DeRozan,TOR,77,21.6,82,6.1,6-7,220,2,5
4411,10-11,DeMar DeRozan,TOR,82,34.8,82,0.0,6-7,220,2,0
4412,11-12,DeMar DeRozan,TOR,63,35.0,66,4.5,6-7,220,2,3
4413,12-13,DeMar DeRozan,TOR,82,36.7,82,0.0,6-7,220,3,0
4414,13-14,DeMar DeRozan,TOR,79,38.2,82,3.7,6-7,220,9,3
4415,14-15,DeMar DeRozan,TOR,60,35.0,82,26.8,6-7,220,9,22
4416,15-16,DeMar DeRozan,TOR,78,35.9,82,4.9,6-7,220,9,4
4417,16-17,DeMar DeRozan,TOR,74,35.4,82,9.8,6-7,220,26,8
4418,17-18,DeMar DeRozan,TOR,80,33.9,82,2.4,6-7,220,27,2
4419,09-10,DeMarre Carroll,MEM,71,11.2,82,13.4,6-8,215,1,11
4420,11-12,DeMarre Carroll,UTA,24,14.5,66,63.6,6-8,215,0,42
4421,12-13,DeMarre Carroll,UTA,66,16.8,82,19.5,6-8,215,0,16
4422,13-14,DeMarre Carroll,ATL,73,32.1,82,11.0,6-8,215,2,9
4423,14-15,DeMarre Carroll,ATL,70,31.3,82,14.6,6-8,215,2,12
4424,15-16,DeMarre Carroll,TOR,26,30.2,82,68.3,6-8,215,13,56
4425,16-17,DeMarre Carroll,TOR,72,26.1,82,12.2,6-8,215,14,10
4426,17-18,DeMarre Carroll,BRK,73,29.9,82,11.0,6-8,215,14,9
4427,09-10,Derrick Brown,CHA,57,9.4,82,30.5,6-7,225,0,25
4428,10-11,Derrick Brown,NYK,49,11.7,82,40.2,6-7,225,0,33
4429,11-12,Derrick Brown,CHA,65,22.2,66,1.5,6-7,225,0,1
4430,09-10,Eric Maynor,OKC,81,15.7,82,1.2,6-3,175,1,1
4431,10-11,Eric Maynor,OKC,82,14.6,82,0.0,6-3,175,1,0
4432,12-13,Eric Maynor,POR,64,15.0,82,22.0,6-3,175,2,18
4433,09-10,Hasheem Thabeet,MEM,68,13.0,82,17.1,7-3,263,4,14
4434,12-13,Hasheem Thabeet,OKC,66,11.7,82,19.5,7-3,263,0,16
4435,09-10,Henry Walker,NYK,35,21.9,82,57.3,6-6,220,0,47
4436,10-11,Henry Walker,NYK,61,12.9,82,25.6,6-6,220,0,21
4437,11-12,Henry Walker,NYK,33,18.8,66,50.0,6-6,220,0,33
4438,14-15,Henry Walker,MIA,24,26.1,82,70.7,6-6,220,0,58
4439,09-10,James Harden,OKC,76,22.9,82,7.3,6-5,220,4,6
4440,10-11,James Harden,OKC,82,26.7,82,0.0,6-5,220,4,0
4441,11-12,James Harden,OKC,62,31.4,66,6.1,6-5,220,4,4
4442,12-13,James Harden,HOU,78,38.3,82,4.9,6-5,220,5,4
4443,13-14,James Harden,HOU,73,38.0,82,11.0,6-5,220,13,9
4444,14-15,James Harden,HOU,81,36.8,82,1.2,6-5,220,14,1
4445,15-16,James Harden,HOU,82,38.1,82,0.0,6-5,220,15,0
4446,16-17,James Harden,HOU,81,36.4,82,1.2,6-5,220,26,1
4447,17-18,James Harden,HOU,72,35.4,82,12.2,6-5,220,28,10
4448,09-10,James Johnson,CHI,65,11.6,82,20.7,6-8,240,1,17
4449,10-11,James Johnson,TOR,38,21.6,82,53.7,6-8,240,1,44
4450,11-12,James Johnson,TOR,62,25.2,66,6.1,6-8,240,1,4
4451,12-13,James Johnson,SAC,54,16.3,82,34.1,6-8,240,2,28
4452,13-14,James Johnson,MEM,52,18.4,82,36.6,6-8,240,0,30
4453,14-15,James Johnson,TOR,70,19.6,82,14.6,6-8,240,2,12
4454,15-16,James Johnson,TOR,57,16.2,82,30.5,6-8,240,2,25
4455,16-17,James Johnson,MIA,76,27.4,82,7.3,6-8,240,4,6
4456,17-18,James Johnson,MIA,73,26.6,82,11.0,6-8,240,13,9
4457,09-10,Jawad Williams,CLE,54,13.7,82,34.1,6-9,195,0,28
4458,09-10,Jeff Teague,ATL,71,10.1,82,13.4,6-2,195,1,11
4459,10-11,Jeff Teague,ATL,70,13.8,82,14.6,6-2,195,1,12
4460,11-12,Jeff Teague,ATL,66,33.1,66,0.0,6-2,195,1,0
4461,12-13,Jeff Teague,ATL,80,32.9,82,2.4,6-2,195,2,2
4462,13-14,Jeff Teague,ATL,79,32.2,82,3.7,6-2,195,8,3
4463,14-15,Jeff Teague,ATL,73,30.5,82,11.0,6-2,195,8,9
4464,15-16,Jeff Teague,ATL,79,28.5,82,3.7,6-2,195,8,3
4465,16-17,Jeff Teague,IND,82,32.4,82,0.0,6-2,195,8,0
4466,17-18,Jeff Teague,MIN,70,33.0,82,14.6,6-2,195,19,12
4467,09-10,Jodie Meeks,PHI,60,12.0,82,26.8,6-4,210,0,22
4468,10-11,Jodie Meeks,PHI,74,27.9,82,9.8,6-4,210,0,8
4469,11-12,Jodie Meeks,PHI,66,24.9,66,0.0,6-4,210,0,0
4470,12-13,Jodie Meeks,LAL,78,21.3,82,4.9,6-4,210,1,4
4471,13-14,Jodie Meeks,LAL,77,33.2,82,6.1,6-4,210,1,5
4472,14-15,Jodie Meeks,DET,60,24.4,82,26.8,6-4,210,6,22
4473,16-17,Jodie Meeks,ORL,36,20.5,82,56.1,6-4,210,6,46
4474,17-18,Jodie Meeks,WAS,77,14.5,82,6.1,6-4,210,3,5
4475,09-10,Jon Brockman,SAC,52,12.6,82,36.6,6-7,255,0,30
4476,10-11,Jon Brockman,MIL,63,10.8,82,23.2,6-7,255,1,19
4477,09-10,Jonas Jerebko,DET,80,27.9,82,2.4,6-10,231,0,2
4478,11-12,Jonas Jerebko,DET,64,22.9,66,3.0,6-10,231,4,2
4479,12-13,Jonas Jerebko,DET,49,18.2,82,40.2,6-10,231,4,33
4480,13-14,Jonas Jerebko,DET,64,11.6,82,22.0,6-10,231,4,18
4481,14-15,Jonas Jerebko,BOS,75,16.4,82,8.5,6-10,231,4,7
4482,15-16,Jonas Jerebko,BOS,78,15.1,82,4.9,6-10,231,5,4
4483,16-17,Jonas Jerebko,BOS,78,15.8,82,4.9,6-10,231,5,4
4484,17-18,Jonas Jerebko,UTA,74,15.3,82,9.8,6-10,231,4,8
4485,09-10,Jonny Flynn,MIN,81,28.9,82,1.2,6-0,185,2,1
4486,10-11,Jonny Flynn,MIN,53,18.5,82,35.4,6-0,185,3,29
4487,11-12,Jonny Flynn,POR,29,14.3,66,56.1,6-0,185,3,37
4488,09-10,Jordan Hill,HOU,47,13.3,82,42.7,6-10,235,2,35
4489,10-11,Jordan Hill,HOU,72,15.6,82,12.2,6-10,235,2,10
4490,11-12,Jordan Hill,LAL,39,14.1,66,40.9,6-10,235,2,27
4491,12-13,Jordan Hill,LAL,29,15.8,82,64.6,6-10,235,3,53
4492,13-14,Jordan Hill,LAL,72,20.8,82,12.2,6-10,235,3,10
4493,14-15,Jordan Hill,LAL,70,26.8,82,14.6,6-10,235,9,12
4494,15-16,Jordan Hill,IND,73,20.7,82,11.0,6-10,235,4,9
4495,09-10,Josh McRoberts,IND,42,12.5,82,48.8,6-10,240,0,40
4496,10-11,Josh McRoberts,IND,72,22.2,82,12.2,6-10,240,0,10
4497,11-12,Josh McRoberts,LAL,50,14.4,66,24.2,6-10,240,3,16
4498,12-13,Josh McRoberts,CHA,67,22.2,82,18.3,6-10,240,3,15
4499,13-14,Josh McRoberts,CHA,78,30.3,82,4.9,6-10,240,2,4
4500,15-16,Josh McRoberts,MIA,42,14.2,82,48.8,6-10,240,5,40
4501,09-10,Jrue Holiday,PHI,73,24.2,82,11.0,6-4,205,1,9
4502,10-11,Jrue Holiday,PHI,82,35.4,82,0.0,6-4,205,1,0
4503,11-12,Jrue Holiday,PHI,65,33.8,66,1.5,6-4,205,1,1
4504,12-13,Jrue Holiday,PHI,78,37.5,82,4.9,6-4,205,2,4
4505,13-14,Jrue Holiday,NOP,34,33.6,82,58.5,6-4,205,11,48
4506,14-15,Jrue Holiday,NOP,40,32.6,82,51.2,6-4,205,11,42
4507,15-16,Jrue Holiday,NOP,65,28.2,82,20.7,6-4,205,11,17
4508,16-17,Jrue Holiday,NOP,67,32.7,82,18.3,6-4,205,11,15
4509,17-18,Jrue Holiday,NOP,81,36.1,82,1.2,6-4,205,25,1
4510,09-10,Marcus Thornton,NOP,73,25.6,82,11.0,6-4,205,0,9
4511,10-11,Marcus Thornton,SAC,73,24.3,82,11.0,6-4,205,0,9
4512,11-12,Marcus Thornton,SAC,51,34.9,66,22.7,6-4,205,6,15
4513,12-13,Marcus Thornton,SAC,72,24.0,82,12.2,6-4,205,7,10
4514,13-14,Marcus Thornton,BRK,72,24.2,82,12.2,6-4,205,8,10
4515,14-15,Marcus Thornton,PHX,48,15.0,82,41.5,6-4,205,8,34
4516,15-16,Marcus Thornton,WAS,61,18.2,82,25.6,6-4,205,1,21
4517,16-17,Marcus Thornton,WAS,33,17.4,82,59.8,6-4,205,1,49
4518,09-10,Omri Casspi,SAC,77,25.1,82,6.1,6-9,225,1,5
4519,10-11,Omri Casspi,SAC,71,24.0,82,13.4,6-9,225,1,11
4520,11-12,Omri Casspi,CLE,65,20.6,66,1.5,6-9,225,1,1
4521,12-13,Omri Casspi,CLE,43,11.7,82,47.6,6-9,225,2,39
4522,13-14,Omri Casspi,HOU,71,18.1,82,13.4,6-9,225,0,11
4523,14-15,Omri Casspi,SAC,67,21.1,82,18.3,6-9,225,1,15
4524,15-16,Omri Casspi,SAC,69,27.3,82,15.9,6-9,225,2,13
4525,16-17,Omri Casspi,MIN,36,17.8,82,56.1,6-9,225,3,46
4526,17-18,Omri Casspi,GSW,53,14.0,82,35.4,6-9,225,2,29
4527,10-11,Reggie Williams,GSW,80,20.3,82,2.4,6-7,205,0,2
4528,10-11,Reggie Williams,GSW,80,20.3,82,2.4,6-6,175,0,2
4529,11-12,Reggie Williams,CHA,33,22.6,66,50.0,6-7,205,2,33
4530,11-12,Reggie Williams,CHA,33,22.6,66,50.0,6-6,175,2,33
4531,09-10,Rodrigue Beaubois,DAL,56,12.5,82,31.7,6-0,170,1,26
4532,11-12,Rodrigue Beaubois,DAL,53,21.7,66,19.7,6-0,170,1,13
4533,12-13,Rodrigue Beaubois,DAL,45,12.2,82,45.1,6-0,170,2,37
4534,09-10,Sam Young,MEM,80,16.5,82,2.4,6-6,220,0,2
4535,10-11,Sam Young,MEM,78,20.2,82,4.9,6-6,220,0,4
4536,12-13,Sam Young,IND,56,12.4,82,31.7,6-6,220,0,26
4537,09-10,Serge Ibaka,OKC,73,18.1,82,11.0,6-10,235,1,9
4538,10-11,Serge Ibaka,OKC,82,27.0,82,0.0,6-10,235,1,0
4539,11-12,Serge Ibaka,OKC,66,27.1,66,0.0,6-10,235,1,0
4540,12-13,Serge Ibaka,OKC,80,31.1,82,2.4,6-10,235,2,2
4541,13-14,Serge Ibaka,OKC,81,32.9,82,1.2,6-10,235,12,1
4542,14-15,Serge Ibaka,OKC,64,33.1,82,22.0,6-10,235,12,18
4543,15-16,Serge Ibaka,OKC,78,32.1,82,4.9,6-10,235,12,4
4544,16-17,Serge Ibaka,TOR,79,30.7,82,3.7,6-10,235,12,3
4545,17-18,Serge Ibaka,TOR,76,27.5,82,7.3,6-10,235,20,6
4546,09-10,Sonny Weems,TOR,69,19.8,82,15.9,6-6,205,0,13
4547,10-11,Sonny Weems,TOR,59,24.0,82,28.0,6-6,205,0,23
4548,09-10,Stephen Curry,GSW,80,36.2,82,2.4,6-3,190,2,2
4549,10-11,Stephen Curry,GSW,74,33.6,82,9.8,6-3,190,2,8
4550,11-12,Stephen Curry,GSW,26,28.1,66,60.6,6-3,190,3,40
4551,12-13,Stephen Curry,GSW,78,38.2,82,4.9,6-3,190,3,4
4552,13-14,Stephen Curry,GSW,78,36.5,82,4.9,6-3,190,9,4
4553,14-15,Stephen Curry,GSW,80,32.7,82,2.4,6-3,190,10,2
4554,15-16,Stephen Curry,GSW,79,34.2,82,3.7,6-3,190,11,3
4555,16-17,Stephen Curry,GSW,79,33.4,82,3.7,6-3,190,12,3
4556,17-18,Stephen Curry,GSW,51,32.0,82,37.8,6-3,190,34,31
4557,09-10,Taj Gibson,CHI,82,26.9,82,0.0,6-9,232,1,0
4558,10-11,Taj Gibson,CHI,80,21.8,82,2.4,6-9,232,1,2
4559,11-12,Taj Gibson,CHI,63,20.4,66,4.5,6-9,232,1,3
4560,12-13,Taj Gibson,CHI,65,22.5,82,20.7,6-9,232,2,17
4561,13-14,Taj Gibson,CHI,82,28.7,82,0.0,6-9,232,7,0
4562,14-15,Taj Gibson,CHI,62,27.3,82,24.4,6-9,232,8,20
4563,15-16,Taj Gibson,CHI,73,26.5,82,11.0,6-9,232,8,9
4564,16-17,Taj Gibson,OKC,78,25.5,82,4.9,6-9,232,8,4
4565,17-18,Taj Gibson,MIN,82,33.3,82,0.0,6-9,232,13,0
4566,09-10,Terrence Williams,BRK,78,22.6,82,4.9,6-6,215,2,4
4567,11-12,Terrence Williams,SAC,30,18.3,66,54.5,6-6,215,2,36
4568,09-10,Toney Douglas,NYK,56,19.4,82,31.7,6-2,195,0,26
4569,10-11,Toney Douglas,NYK,81,24.3,82,1.2,6-2,195,1,1
4570,11-12,Toney Douglas,NYK,38,17.3,66,42.4,6-2,195,1,28
4571,12-13,Toney Douglas,SAC,71,18.1,82,13.4,6-2,195,2,11
4572,13-14,Toney Douglas,MIA,51,13.2,82,37.8,6-2,195,1,31
4573,15-16,Toney Douglas,NOP,61,20.7,82,25.6,6-2,195,2,21
4574,09-10,Ty Lawson,DEN,65,20.3,82,20.7,5-11,195,1,17
4575,10-11,Ty Lawson,DEN,80,26.3,82,2.4,5-11,195,1,2
4576,11-12,Ty Lawson,DEN,61,34.8,66,7.6,5-11,195,1,5
4577,12-13,Ty Lawson,DEN,73,34.4,82,11.0,5-11,195,2,9
4578,13-14,Ty Lawson,DEN,62,35.8,82,24.4,5-11,195,10,20
4579,14-15,Ty Lawson,DEN,75,35.5,82,8.5,5-11,195,11,7
4580,15-16,Ty Lawson,IND,66,21.4,82,19.5,5-11,195,12,16
4581,16-17,Ty Lawson,SAC,69,25.1,82,15.9,5-11,195,1,13
4582,09-10,Tyler Hansbrough,IND,29,17.6,82,64.6,6-9,250,1,53
4583,10-11,Tyler Hansbrough,IND,70,21.9,82,14.6,6-9,250,1,12
4584,11-12,Tyler Hansbrough,IND,66,21.8,66,0.0,6-9,250,2,0
4585,12-13,Tyler Hansbrough,IND,81,16.9,82,1.2,6-9,250,3,1
4586,13-14,Tyler Hansbrough,TOR,64,15.3,82,22.0,6-9,250,3,18
4587,14-15,Tyler Hansbrough,TOR,74,14.3,82,9.8,6-9,250,3,8
4588,09-10,Tyreke Evans,SAC,72,37.2,82,12.2,6-6,220,3,10
4589,10-11,Tyreke Evans,SAC,57,37.0,82,30.5,6-6,220,3,25
4590,11-12,Tyreke Evans,SAC,63,34.3,66,4.5,6-6,220,4,3
