season,player,team,games_played,minutes_per_game
2000-2001,Michael Ruffin,CHI,45,19.5
2000-2001,Bryon Russell,UTA,78,31.7
2000-2001,Arvydas Sabonis,POR,61,21.3
2000-2001,Daniel Santiago,PHX,54,10.8
2000-2001,Brian Shaw,LAL,80,22.9
2000-2001,Brian Skinner,LAC,39,15.0
2000-2001,Reggie Slater,MIN,55,12.5
2000-2001,Joe Smith,DET,69,28.1
2000-2001,Michael Smith,WAS,79,20.4
2000-2001,Steve Smith,POR,81,31.4
2000-2001,Eric Snow,PHI,50,34.8
2000-2001,Latrell Sprewell,NYK,77,39.2
2000-2001,Jerry Stackhouse,DET,80,40.2
2000-2001,John Starks,UTA,75,28.3
2000-2001,Bryant Stith,BOS,78,32.1
2000-2001,John Stockton,UTA,82,29.2
2000-2001,Peja Stojakovic,SAC,75,38.7
2000-2001,Damon Stoudamire,POR,82,32.4
2000-2001,Erick Strickland,VAN,50,16.6
2000-2001,Mark Strickland,NJN,55,13.1
2000-2001,Rod Strickland,POR,54,25.4
2000-2001,Bob Sura,GSW,53,31.8
2000-2001,Stromile Swift,VAN,80,16.4
2000-2001,Wally Szczerbiak,MIN,82,34.8
2000-2001,Zan Tabak,IND,55,14.1
2000-2001,Dragan Tarlac,CHI,43,13.9
2000-2001,Mo Taylor,HOU,69,28.6
2000-2001,Jason Terry,ATL,82,37.7
2000-2001,Kenny Thomas,HOU,74,24.6
2000-2001,Kurt Thomas,NYK,77,27.6
2000-2001,Tim Thomas,MIL,76,27.4
2000-2001,Otis Thorpe,CHA,49,13.2
2000-2001,Robert Traylor,CLE,70,17.3
2000-2001,Jake Tsakalidis,PHX,57,16.6
2000-2001,Hedo Turkoglu,SAC,74,16.8
2000-2001,Nick Van Exel,DEN,71,37.9
2000-2001,Keith Van Horn,NJN,49,35.4
2000-2001,Jacque Vaughn,UTA,82,19.8
2000-2001,Loy Vaught,WAS,51,10.8
2000-2001,Antoine Walker,BOS,81,41.9
2000-2001,Samaki Walker,SAS,61,15.8
2000-2001,Ben Wallace,DET,80,34.5
2000-2001,Kendall Gill,NJN,31,28.8
2000-2001,Dion Glover,ATL,57,16.3
2000-2001,Brian Grant,MIA,82,33.8
2000-2001,Horace Grant,LAL,77,31.0
2000-2001,A.C. Green,MIA,82,17.2
2000-2001,Tom Gugliotta,PHX,57,20.3
2000-2001,A.J. Guyton,CHI,33,19.1
2000-2001,Darvin Ham,MIL,29,18.6
2000-2001,Richard Hamilton,WAS,78,32.3
2000-2001,Tim Hardaway,MIA,77,33.9
2000-2001,Ron Harper,LAL,47,24.2
2000-2001,Matt Harpring,CLE,56,28.8
2000-2001,Al Harrington,IND,78,24.3
2000-2001,Othella Harrington,NYK,74,24.5
2000-2001,Lucious Harris,NJN,73,28.4
2000-2001,Hersey Hawkins,CHA,59,11.5
2000-2001,Alan Henderson,ATL,73,24.8
2000-2001,Cedric Henderson,CLE,55,17.5
2000-2001,Tyrone Hill,PHI,76,31.1
2000-2001,Fred Hoiberg,CHI,74,30.4
2000-2001,Robert Horry,LAL,79,20.1
2000-2001,Eddie House,MIA,50,11.0
2000-2001,Allan Houston,NYK,78,36.6
2000-2001,Juwan Howard,DAL,81,36.7
2000-2001,Troy Hudson,ORL,75,13.4
2000-2001,Larry Hughes,GSW,50,36.9
2000-2001,Lindsey Hunter,MIL,82,24.4
2000-2001,Zydrunas Ilgauskas,CLE,24,25.7
2000-2001,Allen Iverson,PHI,71,42.0
2000-2001,Bobby Jackson,SAC,79,20.9
2000-2001,Jim Jackson,CLE,56,30.2
2000-2001,Marc Jackson,GSW,48,29.4
2000-2001,Mark Jackson,NYK,83,31.2
2000-2001,Stephen Jackson,NJN,77,21.5
2000-2001,Antawn Jamison,GSW,82,41.4
2000-2001,Anthony Johnson,CLE,53,9.6
2000-2001,Avery Johnson,SAS,55,23.5
2000-2001,DerMarr Johnson,ATL,78,16.8
2000-2001,Ervin Johnson,MIL,82,24.1
2000-2001,Larry Johnson,NYK,65,32.4
2000-2001,Damon Jones,VAN,71,19.9
2000-2001,Eddie Jones,MIA,63,36.2
2000-2001,Jumaine Jones,PHI,65,13.3
2000-2001,Popeye Jones,WAS,45,14.2
2000-2001,Adam Keefe,GSW,67,12.5
2000-2001,Shawn Kemp,POR,68,15.9
2000-2001,Steve Kerr,SAS,55,11.8
2000-2001,Jason Kidd,PHX,77,39.8
2000-2001,Gerard King,WAS,45,15.7
2000-2001,Brevin Knight,ATL,53,27.5
2000-2001,Toni Kukoc,ATL,65,24.6
2000-2001,Christian Laettner,WAS,78,21.3
2000-2001,Raef LaFrentz,DEN,78,31.5
2000-2001,Trajan Langdon,CLE,65,17.2
2000-2001,Voshon Lenard,DEN,80,29.1
2000-2001,Rashard Lewis,SEA,78,34.9
2000-2001,Grant Long,VAN,66,22.8
2000-2001,Felipe Lopez,MIN,70,22.4
2000-2001,Tyronn Lue,LAL,38,12.3
2000-2001,George Lynch,PHI,82,32.3
2000-2001,Todd MacCulloch,PHI,63,9.5
2000-2001,Mark Madsen,LAL,70,9.2
2000-2001,Corey Maggette,LAC,69,19.7
2000-2001,Jamaal Magloire,CHA,74,14.8
2000-2001,Dan Majerle,MIA,53,24.6
2000-2001,Karl Malone,UTA,81,35.7
2000-2001,Matt Maloney,ATL,55,25.5
2000-2001,Danny Manning,UTA,82,15.9
2000-2001,Stephon Marbury,NJN,67,38.2
2000-2001,Shawn Marion,PHX,79,36.2
2000-2001,Donyell Marshall,UTA,81,28.7
2000-2001,Kenyon Martin,NJN,68,33.4
2000-2001,Jamal Mashburn,CHA,76,39.3
2000-2001,Anthony Mason,MIA,80,40.7
2000-2001,Desmond Mason,SEA,78,19.5
2000-2001,Tony Massenburg,VAN,52,15.8
2000-2001,Vernon Maxwell,DAL,43,15.3
2000-2001,George McCloud,DEN,76,26.4
2000-2001,Jelani McCoy,SEA,70,16.3
2000-2001,Antonio McDyess,DEN,70,36.5
2000-2001,Tracy McGrady,ORL,77,40.1
2000-2001,Jeff McInnis,LAC,81,34.9
2000-2001,Derrick McKey,IND,66,15.0
2000-2001,Aaron McKie,PHI,76,31.5
2000-2001,Roshown McLeod,PHI,35,26.3
2000-2001,Paul McPherson,GSW,55,10.8
2000-2001,Ron Mercer,CHI,61,41.6
2000-2001,Chris Mihm,CLE,59,19.8
2000-2001,Darius Miles,LAC,81,26.3
2000-2001,Andre Miller,CLE,82,34.7
2000-2001,Brad Miller,CHI,57,25.2
2000-2001,Mike Miller,ORL,82,29.1
2000-2001,Reggie Miller,IND,81,39.3
2000-2001,Sam Mitchell,MIN,82,12.0
2000-2001,Cuttino Mobley,HOU,79,38.0
2000-2001,Nazr Mohammed,ATL,58,15.7
2000-2001,Eric Montross,TOR,54,12.0
2000-2001,Mikki Moore,DET,81,14.2
2000-2001,Hanno Mottola,ATL,73,13.5
2000-2001,Lamond Murray,CLE,78,28.5
2000-2001,Mahmoud Abdul-Rauf,VAN,46,14.4
2000-2001,Shareef Abdur-Rahim,VAN,76,40.3
2000-2001,Courtney Alexander,WAS,65,21.3
2000-2001,Ray Allen,MIL,82,38.2
2000-2001,John Amaechi,ORL,82,20.9
2000-2001,Derek Anderson,SAS,82,34.9
2000-2001,Kenny Anderson,BOS,33,25.7
2000-2001,Shandon Anderson,HOU,82,29.2
2000-2001,Greg Anthony,POR,58,14.8
2000-2001,Darrell Armstrong,ORL,75,36.9
2000-2001,Chucky Atkins,DET,81,29.2
2000-2001,Stacey Augmon,POR,66,17.9
2000-2001,Ike Austin,VAN,52,16.2
2000-2001,Vin Baker,SEA,76,28.0
2000-2001,Dana Barros,DET,60,18.0
2000-2001,Brent Barry,SEA,67,26.5
2000-2001,Jon Barry,SAC,62,16.3
2000-2001,Tony Battie,BOS,40,21.1
2000-2001,Jonathan Bender,IND,59,9.7
2000-2001,Corey Benjamin,CHI,65,13.2
2000-2001,Travis Best,IND,77,31.9
2000-2001,Mike Bibby,VAN,82,38.9
2000-2001,Chauncey Billups,MIN,77,23.2
2000-2001,Mookie Blaylock,GSW,69,34.1
2000-2001,Corie Blount,GSW,68,19.2
2000-2001,Mark Blount,BOS,64,17.2
2000-2001,Calvin Booth,DAL,55,17.0
2000-2001,Bruce Bowen,MIA,82,32.7
2000-2001,Ryan Bowen,DEN,57,12.2
2000-2001,Shawn Bradley,DAL,82,24.4
2000-2001,Elton Brand,CHI,74,39.3
2000-2001,Terrell Brandon,MIN,78,36.2
2000-2001,P.J. Brown,CHA,80,35.1
2000-2001,Randy Brown,BOS,54,22.9
2000-2001,Kobe Bryant,LAL,68,40.9
2000-2001,Greg Buckner,DAL,37,22.2
2000-2001,Jud Buechler,DET,57,12.9
2000-2001,Rodney Buford,PHI,47,12.2
2000-2001,Matt Bullard,HOU,61,16.4
2000-2001,Jason Caffey,MIL,70,20.9
2000-2001,Marcus Camby,NYK,63,33.8
2000-2001,Elden Campbell,CHA,78,30.0
2000-2001,Anthony Carter,MIA,72,22.6
2000-2001,Vince Carter,TOR,75,39.7
2000-2001,Sam Cassell,MIL,76,35.6
2000-2001,Kelvin Cato,HOU,35,17.8
2000-2001,Cedric Ceballos,MIA,40,14.0
2000-2001,Chris Childs,TOR,77,24.1
2000-2001,Doug Christie,SAC,81,36.3
2000-2001,Keon Clark,TOR,81,21.2
2000-2001,Mateen Cleaves,DET,78,16.3
2000-2001,Derrick Coleman,CHA,34,20.1
2000-2001,Bimbo Coles,CLE,47,17.1
2000-2001,Chris Crawford,ATL,47,19.2
2000-2001,Jamal Crawford,CHI,61,17.2
2000-2001,Austin Croshere,IND,81,23.1
2000-2001,Vonteego Cummings,GSW,66,22.7
2000-2001,Dell Curry,TOR,71,13.5
2000-2001,Michael Curry,DET,68,21.8
2000-2001,Erick Dampier,GSW,43,24.1
2000-2001,Antonio Daniels,SAS,79,26.1
2000-2001,Antonio Davis,TOR,78,35.0
2000-2001,Baron Davis,CHA,82,38.9
2000-2001,Dale Davis,POR,81,26.7
2000-2001,Emanual Davis,SEA,62,20.8
2000-2001,Hubert Davis,WAS,66,25.6
2000-2001,Andrew DeClercq,ORL,67,13.5
2000-2001,Vinny Del Negro,PHX,65,14.2
2000-2001,Tony Delk,PHX,82,27.9
2000-2001,Michael Dickerson,VAN,70,37.4
2000-2001,Vlade Divac,SAC,81,29.9
2000-2001,Michael Doleac,ORL,77,18.1
2000-2001,Keyon Dooling,LAC,76,16.2
2000-2001,Sherman Douglas,NJN,59,18.6
2000-2001,Bryce Drew,CHI,48,27.2
2000-2001,Chris Dudley,PHX,53,11.6
2000-2001,Tim Duncan,SAS,82,38.7
2000-2001,Kevin Edwards,VAN,46,13.8
2000-2001,Howard Eisley,DAL,82,29.6
2000-2001,Khalid El-Amin,CHI,50,18.7
2000-2001,Mario Elie,PHX,68,22.1
2000-2001,Sean Elliott,SAS,52,23.6
2000-2001,LaPhonso Ellis,MIN,82,23.8
2000-2001,Evan Eschmeyer,NJN,74,18.0
2000-2001,Patrick Ewing,SEA,79,26.7
2000-2001,Danny Ferry,SAS,80,21.1
2000-2001,Michael Finley,DAL,82,42.0
2000-2001,Derek Fisher,LAL,21,33.8
2000-2001,Marcus Fizer,CHI,72,21.9
2000-2001,Jeff Foster,IND,71,16.2
2000-2001,Rick Fox,LAL,82,27.9
2000-2001,Adonal Foyle,GSW,58,25.1
2000-2001,Steve Francis,HOU,80,39.9
2000-2001,Lawrence Funderburke,SAC,59,11.8
2000-2001,Kevin Garnett,MIN,81,39.5
2000-2001,Dean Garrett,MIN,70,11.9
2000-2001,Pat Garrity,ORL,76,20.8
2000-2001,Chris Gatling,CLE,74,22.6
2000-2001,Matt Geiger,PHI,35,15.5
2000-2001,Devean George,LAL,59,10.1
1999-2000,Doug West,VAN,38,15.3
1999-2000,Jahidi White,WAS,80,19.2
1999-2000,Chris Whitney,WAS,82,19.8
1999-2000,Aaron Williams,WAS,81,19.1
1999-2000,Alvin Williams,TOR,55,14.2
1999-2000,Eric Williams,BOS,68,20.3
1999-2000,Jason Williams,SAC,81,34.1
1999-2000,Jerome Williams,DET,82,25.6
1999-2000,Monty Williams,ORL,75,20.0
1999-2000,Scott Williams,MIL,68,21.9
1999-2000,Shammond Williams,SEA,43,12.0
1999-2000,Walt Williams,HOU,76,24.5
1999-2000,Corliss Williamson,SAC,76,22.5
1999-2000,Kevin Willis,TOR,79,21.3
1999-2000,Dedric Willoughby,CHI,25,20.3
1999-2000,Metta World Peace,CHI,72,31.1
1999-2000,Lorenzen Wright,ATL,75,16.1
1999-2000,Alonzo Mourning,MIA,79,34.8
1999-2000,Chris Mullin,IND,47,12.4
1999-2000,Eric Murdock,LAC,40,17.3
1999-2000,Lamond Murray,CLE,74,32.0
1999-2000,Tracy Murray,WAS,80,22.9
1999-2000,Dikembe Mutombo,ATL,82,36.4
1999-2000,Steve Nash,DAL,56,27.4
1999-2000,Tyrone Nesby,LAC,73,31.7
1999-2000,Rasho Nesterovic,MIN,82,21.0
1999-2000,Johnny Newman,NJN,82,21.5
1999-2000,Moochie Norris,HOU,30,16.7
1999-2000,Dirk Nowitzki,DAL,82,35.8
1999-2000,Jermaine O'Neal,POR,70,12.4
1999-2000,Shaquille O'Neal,LAL,79,40.0
1999-2000,Charles Oakley,TOR,80,30.4
1999-2000,Lamar Odom,LAC,76,36.4
1999-2000,Hakeem Olajuwon,HOU,44,23.8
1999-2000,Michael Olowokandi,LAC,80,31.2
1999-2000,Greg Ostertag,UTA,81,19.8
1999-2000,Bo Outlaw,ORL,82,28.4
1999-2000,Billy Owens,GSW,62,21.0
1999-2000,Robert Pack,DAL,29,22.9
1999-2000,Scott Padgett,UTA,47,9.2
1999-2000,Cherokee Parks,VAN,56,14.4
1999-2000,Ruben Patterson,SEA,81,25.9
1999-2000,Gary Payton,SEA,82,41.8
1999-2000,Anthony Peeler,MIN,82,25.3
1999-2000,Will Perdue,CHI,67,15.1
1999-2000,Sam Perkins,IND,81,20.0
1999-2000,Elliot Perry,NJN,60,13.4
1999-2000,Wesley Person,CLE,79,26.0
1999-2000,Bobby Phills,CHA,28,29.5
1999-2000,Eric Piatkowski,LAC,75,22.8
1999-2000,Paul Pierce,BOS,73,35.4
1999-2000,Scottie Pippen,POR,82,33.5
1999-2000,Scot Pollard,SAC,76,17.6
1999-2000,Olden Polynice,UTA,82,22.2
1999-2000,Terry Porter,SAS,68,23.7
1999-2000,James Posey,DEN,81,25.3
1999-2000,Vitaly Potapenko,BOS,79,22.7
1999-2000,Theo Ratliff,PHI,57,31.5
1999-2000,Bryant Reeves,VAN,69,25.7
1999-2000,J.R. Reid,MIL,34,17.7
1999-2000,Glen Rice,LAL,80,31.6
1999-2000,Mitch Richmond,WAS,74,32.4
1999-2000,J.R. Rider,ATL,60,34.7
1999-2000,Cliff Robinson,PHX,80,35.5
1999-2000,David Robinson,SAS,80,32.0
1999-2000,Eddie Robinson,CHA,67,16.6
1999-2000,Glenn Robinson,MIL,81,35.9
1999-2000,Carlos Rogers,HOU,53,20.8
1999-2000,Rodney Rogers,PHX,82,27.9
1999-2000,Sean Rooks,DAL,71,14.1
1999-2000,Jalen Rose,IND,80,37.2
1999-2000,Malik Rose,SAS,74,18.1
1999-2000,Michael Ruffin,CHI,71,13.7
1999-2000,Bryon Russell,UTA,82,35.4
1999-2000,Arvydas Sabonis,POR,66,25.5
1999-2000,Detlef Schrempf,POR,77,21.6
1999-2000,Dennis Scott,VAN,66,19.1
1999-2000,Malik Sealy,MIN,82,29.2
1999-2000,Brian Shaw,LAL,74,16.9
1999-2000,Dickey Simpkins,CHI,69,23.9
1999-2000,Brian Skinner,LAC,33,23.5
1999-2000,Joe Smith,MIN,78,25.3
1999-2000,Michael Smith,WAS,46,24.9
1999-2000,Steve Smith,POR,82,32.7
1999-2000,Rik Smits,IND,79,23.4
1999-2000,Eric Snow,PHI,82,35.0
1999-2000,Latrell Sprewell,NYK,82,40.0
1999-2000,Jerry Stackhouse,DET,82,38.4
1999-2000,John Starks,CHI,37,32.2
1999-2000,Bryant Stith,DEN,45,15.4
1999-2000,John Stockton,UTA,82,29.7
1999-2000,Peja Stojakovic,SAC,74,23.6
1999-2000,Damon Stoudamire,POR,78,30.4
1999-2000,Erick Strickland,DAL,68,29.8
1999-2000,Mark Strickland,MIA,58,11.4
1999-2000,Rod Strickland,WAS,69,31.7
1999-2000,Bob Sura,CLE,73,30.4
1999-2000,Wally Szczerbiak,MIN,73,29.7
1999-2000,Mo Taylor,LAC,62,35.9
1999-2000,Jason Terry,ATL,81,23.3
1999-2000,Kenny Thomas,HOU,72,25.0
1999-2000,Kurt Thomas,NYK,80,24.6
1999-2000,Tim Thomas,MIL,80,26.2
1999-2000,Otis Thorpe,MIA,51,15.2
1999-2000,Nick Van Exel,DEN,79,37.3
1999-2000,Keith Van Horn,NJN,80,34.8
1999-2000,Jacque Vaughn,UTA,78,11.3
1999-2000,Antoine Walker,BOS,82,36.6
1999-2000,Samaki Walker,SAS,71,13.8
1999-2000,Ben Wallace,ORL,81,24.2
1999-2000,John Wallace,NYK,60,13.3
1999-2000,Rasheed Wallace,POR,81,35.0
1999-2000,Charlie Ward,NYK,72,27.6
1999-2000,Clarence Weatherspoon,MIA,78,20.7
1999-2000,Chris Webber,SAC,75,38.4
1999-2000,Bonzi Wells,POR,66,17.8
1999-2000,David Wesley,CHA,82,33.7
1999-2000,Kevin Garnett,MIN,81,40.0
1999-2000,Dean Garrett,MIN,56,10.8
1999-2000,Pat Garrity,ORL,82,18.0
1999-2000,Chris Gatling,DEN,85,21.3
1999-2000,Matt Geiger,PHI,65,21.6
1999-2000,Kendall Gill,NJN,76,31.0
1999-2000,Armen Gilliam,UTA,50,15.6
1999-2000,Brian Grant,POR,63,21.0
1999-2000,Horace Grant,SEA,76,35.4
1999-2000,A.C. Green,LAL,82,23.5
1999-2000,Adrian Griffin,BOS,72,26.8
1999-2000,Tom Gugliotta,PHX,54,32.7
1999-2000,Darvin Ham,MIL,35,22.6
1999-2000,Richard Hamilton,WAS,71,19.3
1999-2000,Penny Hardaway,PHX,60,37.5
1999-2000,Tim Hardaway,MIA,52,32.2
1999-2000,Ron Harper,LAL,80,25.5
1999-2000,Al Harrington,IND,50,17.1
1999-2000,Othella Harrington,VAN,82,32.6
1999-2000,Lucious Harris,NJN,77,19.6
1999-2000,Hersey Hawkins,CHI,61,26.6
1999-2000,Alan Henderson,ATL,82,33.8
1999-2000,Cedric Henderson,CLE,61,18.1
1999-2000,Chris Herren,DEN,45,13.3
1999-2000,Grant Hill,DET,74,37.5
1999-2000,Tyrone Hill,PHI,68,31.7
1999-2000,Fred Hoiberg,CHI,31,27.3
1999-2000,Jeff Hornacek,UTA,77,27.7
1999-2000,Robert Horry,LAL,76,22.2
1999-2000,Allan Houston,NYK,82,38.6
1999-2000,Juwan Howard,WAS,82,35.5
1999-2000,Troy Hudson,LAC,62,25.7
1999-2000,Larry Hughes,GSW,82,28.3
1999-2000,Lindsey Hunter,DET,82,35.6
1999-2000,Allen Iverson,PHI,70,40.8
1999-2000,Bobby Jackson,MIN,73,14.2
1999-2000,Jaren Jackson,SAS,81,20.9
1999-2000,Jim Jackson,ATL,79,35.0
1999-2000,Mark Jackson,IND,81,27.0
1999-2000,Sam Jacobson,GSW,52,13.1
1999-2000,Antawn Jamison,GSW,43,36.2
1999-2000,Anthony Johnson,ORL,56,11.4
1999-2000,Avery Johnson,SAS,82,31.4
1999-2000,Ervin Johnson,MIL,80,26.6
1999-2000,Larry Johnson,NYK,70,32.6
1999-2000,Charles R. Jones,LAC,56,11.8
1999-2000,Damon Jones,DAL,55,11.1
1999-2000,Eddie Jones,CHA,72,39.0
1999-2000,Adam Keefe,UTA,62,9.7
1999-2000,Shawn Kemp,CLE,82,30.3
1999-2000,Jerome Kersey,SAS,72,18.2
1999-2000,Jason Kidd,PHX,67,39.0
1999-2000,Gerard King,WAS,62,17.1
1999-2000,Kerry Kittles,NJN,62,30.6
1999-2000,Brevin Knight,CLE,65,27.0
1999-2000,Travis Knight,LAL,63,6.5
1999-2000,Toni Kukoc,PHI,56,31.9
1999-2000,Christian Laettner,DET,82,29.8
1999-2000,Raef LaFrentz,DEN,81,30.1
1999-2000,Voshon Lenard,MIA,53,27.1
1999-2000,Quincy Lewis,UTA,74,12.1
1999-2000,Rashard Lewis,SEA,82,19.2
1999-2000,Randy Livingston,PHX,79,13.7
1999-2000,Grant Long,VAN,42,21.9
1999-2000,Luc Longley,PHX,72,19.7
1999-2000,Felipe Lopez,VAN,65,12.0
1999-2000,George Lynch,PHI,75,32.2
1999-2000,Todd MacCulloch,PHI,56,9.4
1999-2000,Corey Maggette,ORL,77,17.8
1999-2000,Dan Majerle,MIA,69,33.4
1999-2000,Karl Malone,UTA,82,35.9
1999-2000,Matt Maloney,CHI,51,23.0
1999-2000,Danny Manning,MIL,72,16.9
1999-2000,Stephon Marbury,NJN,74,38.9
1999-2000,Shawn Marion,PHX,51,24.7
1999-2000,Donyell Marshall,GSW,64,32.4
1999-2000,Darrick Martin,SAC,71,12.6
1999-2000,Jamal Mashburn,MIA,76,37.2
1999-2000,Anthony Mason,CHA,82,38.2
1999-2000,Vernon Maxwell,SEA,47,21.0
1999-2000,Walter McCarty,BOS,61,14.4
1999-2000,George McCloud,DEN,78,27.2
1999-2000,Jelani McCoy,SEA,58,12.9
1999-2000,Antonio McDyess,DEN,81,33.3
1999-2000,Tracy McGrady,TOR,79,31.2
1999-2000,Jim McIlvaine,NJN,66,15.9
1999-2000,Jeff McInnis,LAC,25,23.9
1999-2000,Derrick McKey,IND,32,19.8
1999-2000,Aaron McKie,PHI,82,23.8
1999-2000,Roshown McLeod,ATL,44,19.5
1999-2000,Ron Mercer,ORL,68,35.0
1999-2000,Andre Miller,CLE,82,25.6
1999-2000,Brad Miller,CHA,55,17.5
1999-2000,Oliver Miller,PHX,51,21.3
1999-2000,Reggie Miller,IND,81,36.9
1999-2000,Chris Mills,GSW,20,32.5
1999-2000,Terry Mills,DET,82,22.5
1999-2000,Sam Mitchell,MIN,66,18.6
1999-2000,Cuttino Mobley,HOU,81,30.8
1999-2000,Mikki Moore,DET,29,16.8
1999-2000,Tariq Abdul-Wahad,DEN,61,25.9
1999-2000,Shareef Abdur-Rahim,VAN,82,39.3
1999-2000,Ray Allen,MIL,82,37.4
1999-2000,John Amaechi,ORL,80,21.1
1999-2000,Derek Anderson,LAC,64,34.4
1999-2000,Kenny Anderson,BOS,82,31.6
1999-2000,Nick Anderson,SAC,72,29.1
1999-2000,Shandon Anderson,HOU,82,32.9
1999-2000,Chris Anstey,CHI,73,13.8
1999-2000,Greg Anthony,POR,82,18.9
1999-2000,B.J. Armstrong,CHI,27,21.6
1999-2000,Darrell Armstrong,ORL,82,31.6
1999-2000,Chucky Atkins,ORL,82,19.8
1999-2000,Stacey Augmon,POR,59,11.7
1999-2000,Ike Austin,WAS,59,19.9
1999-2000,Vin Baker,SEA,79,36.1
1999-2000,Charles Barkley,HOU,20,31.0
1999-2000,Dana Barros,BOS,72,15.8
1999-2000,Brent Barry,SEA,80,34.1
1999-2000,Jon Barry,SAC,62,20.7
1999-2000,Tony Battie,BOS,82,18.4
1999-2000,Corey Benjamin,CHI,48,18.0
1999-2000,Travis Best,IND,82,20.6
1999-2000,Mike Bibby,VAN,82,38.5
1999-2000,Mookie Blaylock,GSW,73,33.5
1999-2000,Corie Blount,PHX,38,11.7
1999-2000,Muggsy Bogues,TOR,80,21.6
1999-2000,Bruce Bowen,MIA,69,12.7
1999-2000,Ryan Bowen,DEN,52,11.3
1999-2000,Shawn Bradley,DAL,77,24.7
1999-2000,Elton Brand,CHI,81,37.0
1999-2000,Terrell Brandon,MIN,71,36.4
1999-2000,Chucky Brown,CHA,63,17.4
1999-2000,Dee Brown,TOR,38,17.7
1999-2000,P.J. Brown,MIA,80,28.8
1999-2000,Randy Brown,CHI,59,27.5
1999-2000,Kobe Bryant,LAL,66,38.2
1999-2000,Mark Bryant,CLE,75,22.9
1999-2000,Greg Buckner,DAL,48,19.2
1999-2000,Jud Buechler,DET,58,11.3
1999-2000,Matt Bullard,HOU,56,18.3
1999-2000,Scott Burrell,NJN,74,18.1
1999-2000,Jason Caffey,GSW,71,30.3
1999-2000,Marcus Camby,NYK,59,26.2
1999-2000,Elden Campbell,CHA,78,32.5
1999-2000,Chris Carr,CHI,57,20.5
1999-2000,Anthony Carter,MIA,79,23.5
1999-2000,Vince Carter,TOR,82,38.1
1999-2000,Sam Cassell,MIL,81,35.8
1999-2000,Kelvin Cato,HOU,65,24.3
1999-2000,Cedric Ceballos,DAL,69,29.9
1999-2000,Rex Chapman,PHX,53,18.1
1999-2000,Calbert Cheaney,BOS,67,19.5
1999-2000,Pete Chilcutt,LAC,56,10.7
1999-2000,Chris Childs,NYK,71,23.6
1999-2000,Doug Christie,TOR,73,31.0
1999-2000,Keon Clark,DEN,81,22.8
1999-2000,Keith Closs,LAC,57,14.4
1999-2000,Derrick Coleman,CHA,74,31.7
1999-2000,Bimbo Coles,ATL,80,24.1
1999-2000,Tyrone Corbin,SAC,54,17.4
1999-2000,Chris Crawford,ATL,55,12.1
1999-2000,Austin Croshere,IND,81,23.3
1999-2000,John Crotty,DET,69,13.6
1999-2000,Vonteego Cummings,GSW,75,24.0
1999-2000,Dell Curry,TOR,67,16.3
1999-2000,Michael Curry,DET,82,19.6
1999-2000,Antonio Daniels,SAS,68,17.6
1999-2000,Antonio Davis,TOR,79,31.4
1999-2000,Baron Davis,CHA,82,18.6
1999-2000,Dale Davis,IND,74,28.7
1999-2000,Emanual Davis,SEA,54,13.0
1999-2000,Hubert Davis,DAL,79,23.0
1999-2000,Ricky Davis,CHA,48,11.9
1999-2000,Todd Day,PHX,58,16.2
1999-2000,Andrew DeClercq,CLE,82,22.3
1999-2000,Vinny Del Negro,MIL,67,18.1
1999-2000,Tony Delk,SAC,46,14.8
1999-2000,Michael Dickerson,VAN,82,37.8
1999-2000,Vlade Divac,SAC,82,29.0
1999-2000,Michael Doleac,ORL,81,16.5
1999-2000,Bryce Drew,HOU,72,18.0
1999-2000,Chris Dudley,NYK,47,9.8
1999-2000,Tim Duncan,SAS,74,38.9
1999-2000,Howard Eisley,UTA,82,25.6
1999-2000,Mario Elie,SAS,79,28.1
1999-2000,Dale Ellis,CHA,42,13.4
1999-2000,LaPhonso Ellis,ATL,58,22.6
1999-2000,Patrick Ewing,NYK,62,32.8
1999-2000,Tony Farmer,GSW,74,16.3
1999-2000,Jamie Feick,NJN,81,27.7
1999-2000,Danny Ferry,CLE,63,21.0
1999-2000,Michael Finley,DAL,82,42.2
1999-2000,Derek Fisher,LAL,78,23.1
1999-2000,Danny Fortson,BOS,55,15.6
1999-2000,Greg Foster,SEA,60,12.0
1999-2000,Rick Fox,LAL,82,18.0
1999-2000,Adonal Foyle,GSW,76,21.7
1999-2000,Steve Francis,HOU,77,36.1
1999-2000,Lawrence Funderburke,SAC,75,13.7
1998-1999,Bill Wennington,CHI,38,11.9
1998-1999,David Wesley,CHA,50,37.0
1998-1999,Mark West,ATL,49,10.2
1998-1999,DeJuan Wheat,VAN,46,12.8
1998-1999,Chris Whitney,WAS,39,11.3
1998-1999,Aaron Williams,SEA,40,11.4
1998-1999,Alvin Williams,TOR,50,21.0
1998-1999,Eric Williams,DEN,38,20.5
1998-1999,Hot Rod Williams,DAL,25,16.1
1998-1999,Jason Williams,SAC,50,36.1
1998-1999,Jayson Williams,NJN,30,34.0
1998-1999,Jerome Williams,DET,50,23.1
1998-1999,Walt Williams,POR,48,21.8
1998-1999,Corliss Williamson,SAC,50,27.5
1998-1999,Kevin Willis,TOR,42,29.0
1998-1999,Haywoode Workman,MIL,29,28.1
1998-1999,Lorenzen Wright,LAC,48,23.6
1998-1999,Chris Mullin,IND,50,23.6
