season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight
08-09,Luc Mbah a Moute,MIL,82,25.8,82,0.0,6-8,230
09-10,Luc Mbah a Moute,MIL,73,25.6,82,11.0,6-8,230
10-11,Luc Mbah a Moute,MIL,79,26.5,82,3.7,6-8,230
11-12,Luc Mbah a Moute,MIL,43,23.5,66,34.8,6-8,230
12-13,Luc Mbah a Moute,MIL,58,22.9,82,29.3,6-8,230
13-14,Luc Mbah a Moute,MIN,64,15.7,82,22.0,6-8,230
14-15,Luc Mbah a Moute,PHI,67,28.6,82,18.3,6-8,230
15-16,Luc Mbah a Moute,LAC,75,17.0,82,8.5,6-8,230
16-17,Luc Mbah a Moute,LAC,80,22.3,82,2.4,6-8,230
17-18,Luc Mbah a Moute,HOU,61,25.6,82,25.6,6-8,230
08-09,Marc Gasol,MEM,82,30.7,82,0.0,7-1,255
09-10,Marc Gasol,MEM,69,35.8,82,15.9,7-1,255
10-11,Marc Gasol,MEM,81,31.9,82,1.2,7-1,255
11-12,Marc Gasol,MEM,65,36.5,66,1.5,7-1,255
12-13,Marc Gasol,MEM,80,35.0,82,2.4,7-1,255
13-14,Marc Gasol,MEM,59,33.4,82,28.0,7-1,255
14-15,Marc Gasol,MEM,81,33.2,82,1.2,7-1,255
15-16,Marc Gasol,MEM,52,34.4,82,36.6,7-1,255
16-17,Marc Gasol,MEM,74,34.2,82,9.8,7-1,255
17-18,Marc Gasol,MEM,73,33.0,82,11.0,7-1,255
08-09,Marcin Gortat,ORL,63,12.6,82,23.2,6-11,240
09-10,Marcin Gortat,ORL,81,13.4,82,1.2,6-11,240
10-11,Marcin Gortat,PHX,80,25.4,82,2.4,6-11,240
11-12,Marcin Gortat,PHX,66,32.0,66,0.0,6-11,240
12-13,Marcin Gortat,PHX,61,30.7,82,25.6,6-11,240
13-14,Marcin Gortat,WAS,81,32.8,82,1.2,6-11,240
14-15,Marcin Gortat,WAS,82,29.9,82,0.0,6-11,240
15-16,Marcin Gortat,WAS,75,30.1,82,8.5,6-11,240
16-17,Marcin Gortat,WAS,82,31.2,82,0.0,6-11,240
17-18,Marcin Gortat,WAS,82,25.3,82,0.0,6-11,240
08-09,Marco Belinelli,GSW,42,21.0,82,48.8,6-5,210
09-10,Marco Belinelli,TOR,66,17.0,82,19.5,6-5,210
10-11,Marco Belinelli,NOP,80,24.5,82,2.4,6-5,210
11-12,Marco Belinelli,NOP,66,29.8,66,0.0,6-5,210
12-13,Marco Belinelli,CHI,73,25.8,82,11.0,6-5,210
13-14,Marco Belinelli,SAS,80,25.2,82,2.4,6-5,210
14-15,Marco Belinelli,SAS,62,22.4,82,24.4,6-5,210
15-16,Marco Belinelli,SAC,68,24.6,82,17.1,6-5,210
16-17,Marco Belinelli,CHA,74,24.0,82,9.8,6-5,210
17-18,Marco Belinelli,PHI,80,24.3,82,2.4,6-5,210
08-09,Mario Chalmers,MIA,82,32.0,82,0.0,6-2,190
09-10,Mario Chalmers,MIA,73,24.8,82,11.0,6-2,190
10-11,Mario Chalmers,MIA,70,22.6,82,14.6,6-2,190
11-12,Mario Chalmers,MIA,64,28.5,66,3.0,6-2,190
12-13,Mario Chalmers,MIA,77,26.9,82,6.1,6-2,190
13-14,Mario Chalmers,MIA,73,29.8,82,11.0,6-2,190
14-15,Mario Chalmers,MIA,80,29.6,82,2.4,6-2,190
15-16,Mario Chalmers,MEM,61,22.5,82,25.6,6-2,190
17-18,Mario Chalmers,MEM,66,21.5,82,19.5,6-2,190
08-09,Marreese Speights,PHI,79,16.0,82,3.7,6-10,255
09-10,Marreese Speights,PHI,62,16.4,82,24.4,6-10,255
10-11,Marreese Speights,PHI,64,11.5,82,22.0,6-10,255
11-12,Marreese Speights,MEM,60,22.4,66,9.1,6-10,255
12-13,Marreese Speights,CLE,79,16.5,82,3.7,6-10,255
13-14,Marreese Speights,GSW,79,12.4,82,3.7,6-10,255
14-15,Marreese Speights,GSW,76,15.9,82,7.3,6-10,255
15-16,Marreese Speights,GSW,72,11.6,82,12.2,6-10,255
16-17,Marreese Speights,LAC,82,15.7,82,0.0,6-10,255
17-18,Marreese Speights,ORL,52,13.0,82,36.6,6-10,255
08-09,Michael Beasley,MIA,81,24.8,82,1.2,6-9,235
09-10,Michael Beasley,MIA,78,29.8,82,4.9,6-9,235
10-11,Michael Beasley,MIN,73,32.3,82,11.0,6-9,235
11-12,Michael Beasley,MIN,47,23.1,66,28.8,6-9,235
12-13,Michael Beasley,PHX,75,20.7,82,8.5,6-9,235
13-14,Michael Beasley,MIA,55,15.1,82,32.9,6-9,235
14-15,Michael Beasley,MIA,24,21.0,82,70.7,6-9,235
16-17,Michael Beasley,MIL,56,16.7,82,31.7,6-9,235
17-18,Michael Beasley,NYK,74,22.3,82,9.8,6-9,235
08-09,Mike Taylor,LAC,51,15.1,82,37.8,6-2,165
08-09,Nicolas Batum,POR,79,18.4,82,3.7,6-8,200
09-10,Nicolas Batum,POR,37,24.8,82,54.9,6-8,200
10-11,Nicolas Batum,POR,80,31.5,82,2.4,6-8,200
11-12,Nicolas Batum,POR,59,30.4,66,10.6,6-8,200
12-13,Nicolas Batum,POR,73,38.4,82,11.0,6-8,200
13-14,Nicolas Batum,POR,82,36.0,82,0.0,6-8,200
14-15,Nicolas Batum,POR,71,33.5,82,13.4,6-8,200
15-16,Nicolas Batum,CHA,70,35.0,82,14.6,6-8,200
16-17,Nicolas Batum,CHA,77,34.0,82,6.1,6-8,200
17-18,Nicolas Batum,CHA,64,31.0,82,22.0,6-8,200
08-09,O.J. Mayo,MEM,82,38.1,82,0.0,6-5,210
09-10,O.J. Mayo,MEM,82,38.0,82,0.0,6-5,210
10-11,O.J. Mayo,MEM,71,26.3,82,13.4,6-5,210
11-12,O.J. Mayo,MEM,66,26.8,66,0.0,6-5,210
12-13,O.J. Mayo,DAL,82,35.5,82,0.0,6-5,210
13-14,O.J. Mayo,MIL,52,25.9,82,36.6,6-5,210
14-15,O.J. Mayo,MIL,71,23.9,82,13.4,6-5,210
15-16,O.J. Mayo,MIL,41,26.6,82,50.0,6-5,210
08-09,Ramon Sessions,MIL,79,27.5,82,3.7,6-3,190
09-10,Ramon Sessions,MIN,82,21.1,82,0.0,6-3,190
10-11,Ramon Sessions,CLE,81,26.3,82,1.2,6-3,190
11-12,Ramon Sessions,LAL,64,26.7,66,3.0,6-3,190
12-13,Ramon Sessions,CHA,61,27.1,82,25.6,6-3,190
13-14,Ramon Sessions,MIL,83,26.7,82,-1.2,6-3,190
14-15,Ramon Sessions,WAS,64,18.6,82,22.0,6-3,190
15-16,Ramon Sessions,WAS,82,20.3,82,0.0,6-3,190
16-17,Ramon Sessions,CHA,50,16.2,82,39.0,6-3,190
08-09,Robin Lopez,PHX,60,10.2,82,26.8,7-0,190
09-10,Robin Lopez,PHX,51,19.3,82,37.8,7-0,190
10-11,Robin Lopez,PHX,67,14.8,82,18.3,7-0,190
11-12,Robin Lopez,PHX,64,14.0,66,3.0,7-0,190
12-13,Robin Lopez,NOP,82,26.0,82,0.0,7-0,190
13-14,Robin Lopez,POR,82,31.7,82,0.0,7-0,190
14-15,Robin Lopez,POR,59,27.8,82,28.0,7-0,190
15-16,Robin Lopez,NYK,82,27.1,82,0.0,7-0,190
16-17,Robin Lopez,CHI,81,28.0,82,1.2,7-0,190
17-18,Robin Lopez,CHI,64,26.4,82,22.0,7-0,190
08-09,Roko Ukic,TOR,72,12.4,82,12.2,6-5,183
08-09,Roy Hibbert,IND,70,14.4,82,14.6,7-2,270
09-10,Roy Hibbert,IND,81,25.1,82,1.2,7-2,270
10-11,Roy Hibbert,IND,81,27.7,82,1.2,7-2,270
11-12,Roy Hibbert,IND,65,29.8,66,1.5,7-2,270
12-13,Roy Hibbert,IND,79,28.7,82,3.7,7-2,270
13-14,Roy Hibbert,IND,81,29.7,82,1.2,7-2,270
14-15,Roy Hibbert,IND,76,25.3,82,7.3,7-2,270
15-16,Roy Hibbert,LAL,81,23.2,82,1.2,7-2,270
16-17,Roy Hibbert,DEN,48,14.2,82,41.5,7-2,270
08-09,Rudy Fernandez,POR,78,25.6,82,4.9,6-6,185
09-10,Rudy Fernandez,POR,62,23.2,82,24.4,6-6,185
10-11,Rudy Fernandez,POR,78,23.3,82,4.9,6-6,185
11-12,Rudy Fernandez,DEN,31,22.9,66,53.0,6-6,185
08-09,Russell Westbrook,OKC,82,32.5,82,0.0,6-3,195
09-10,Russell Westbrook,OKC,82,34.3,82,0.0,6-3,195
10-11,Russell Westbrook,OKC,82,34.7,82,0.0,6-3,195
11-12,Russell Westbrook,OKC,66,35.3,66,0.0,6-3,195
12-13,Russell Westbrook,OKC,82,34.9,82,0.0,6-3,195
13-14,Russell Westbrook,OKC,46,30.7,82,43.9,6-3,195
14-15,Russell Westbrook,OKC,67,34.4,82,18.3,6-3,195
15-16,Russell Westbrook,OKC,80,34.4,82,2.4,6-3,195
16-17,Russell Westbrook,OKC,81,34.6,82,1.2,6-3,195
17-18,Russell Westbrook,OKC,80,36.4,82,2.4,6-3,195
08-09,Ryan Anderson,NJN,66,19.9,82,19.5,6-10,240
09-10,Ryan Anderson,ORL,63,14.5,82,23.2,6-10,240
10-11,Ryan Anderson,ORL,64,22.3,82,22.0,6-10,240
11-12,Ryan Anderson,ORL,61,32.2,66,7.6,6-10,240
12-13,Ryan Anderson,NOP,81,30.9,82,1.2,6-10,240
13-14,Ryan Anderson,NOP,22,36.1,82,73.2,6-10,240
14-15,Ryan Anderson,NOP,61,27.5,82,25.6,6-10,240
15-16,Ryan Anderson,NOP,66,30.4,82,19.5,6-10,240
16-17,Ryan Anderson,HOU,72,29.4,82,12.2,6-10,240
17-18,Ryan Anderson,HOU,66,26.1,82,19.5,6-10,240
08-09,Sean Marks,NOP,60,14.0,82,26.8,6-10,250
08-09,Shannon Brown,LAL,48,9.9,82,41.5,6-4,205
09-10,Shannon Brown,LAL,82,20.7,82,0.0,6-4,205
10-11,Shannon Brown,LAL,82,19.1,82,0.0,6-4,205
11-12,Shannon Brown,PHX,59,23.7,66,10.6,6-4,205
12-13,Shannon Brown,PHX,59,23.8,82,28.0,6-4,205
08-09,Stephen Graham,IND,52,13.2,82,36.6,6-6,215
09-10,Stephen Graham,CHA,70,11.5,82,14.6,6-6,215
10-11,Stephen Graham,NJN,59,16.2,82,28.0,6-6,215
08-09,Steve Novak,LAC,71,16.4,82,13.4,6-10,170
11-12,Steve Novak,NYK,54,18.9,66,18.2,6-10,170
12-13,Steve Novak,NYK,81,20.3,82,1.2,6-10,170
13-14,Steve Novak,TOR,54,10.0,82,34.1,6-10,170
08-09,Von Wafer,HOU,63,19.4,82,23.2,6-5,210
10-11,Von Wafer,BOS,58,9.5,82,29.3,6-5,210
11-12,Von Wafer,ORL,33,14.2,66,50.0,6-5,210
08-09,Will Bynum,DET,57,14.1,82,30.5,6-0,185
09-10,Will Bynum,DET,63,26.5,82,23.2,6-0,185
10-11,Will Bynum,DET,61,18.4,82,25.6,6-0,185
11-12,Will Bynum,DET,36,14.3,66,45.5,6-0,185
12-13,Will Bynum,DET,65,18.8,82,20.7,6-0,185
13-14,Will Bynum,DET,56,18.8,82,31.7,6-0,185
09-10,A.J. Price,IND,56,15.5,82,31.7,6-2,181
10-11,A.J. Price,IND,50,15.9,82,39.0,6-2,181
11-12,A.J. Price,IND,44,12.9,66,33.3,6-2,181
12-13,A.J. Price,WAS,57,22.4,82,30.5,6-2,181
09-10,Anthony Tolliver,GSW,46,31.0,82,43.9,6-8,250
10-11,Anthony Tolliver,MIN,65,21.0,82,20.7,6-8,250
11-12,Anthony Tolliver,MIN,51,17.3,66,22.7,6-8,250
12-13,Anthony Tolliver,ATL,62,15.5,82,24.4,6-8,250
13-14,Anthony Tolliver,CHA,64,20.3,82,22.0,6-8,250
14-15,Anthony Tolliver,DET,76,18.9,82,7.3,6-8,250
15-16,Anthony Tolliver,DET,72,18.6,82,12.2,6-8,250
16-17,Anthony Tolliver,SAC,65,22.7,82,20.7,6-8,250
17-18,Anthony Tolliver,DET,79,22.2,82,3.7,6-8,250
09-10,Austin Daye,DET,69,13.3,82,15.9,6-11,220
10-11,Austin Daye,DET,72,20.1,82,12.2,6-11,220
11-12,Austin Daye,DET,41,14.7,66,37.9,6-11,220
12-13,Austin Daye,MEM,55,12.3,82,32.9,6-11,220
09-10,Brandon Jennings,MIL,82,32.6,82,0.0,6-1,170
10-11,Brandon Jennings,MIL,63,34.4,82,23.2,6-1,170
11-12,Brandon Jennings,MIL,66,35.3,66,0.0,6-1,170
12-13,Brandon Jennings,MIL,80,36.2,82,2.4,6-1,170
13-14,Brandon Jennings,DET,80,34.1,82,2.4,6-1,170
14-15,Brandon Jennings,DET,41,28.6,82,50.0,6-1,170
15-16,Brandon Jennings,ORL,48,18.1,82,41.5,6-1,170
16-17,Brandon Jennings,WAS,81,22.2,82,1.2,6-1,170
09-10,Chase Budinger,HOU,74,20.1,82,9.8,6-7,209
10-11,Chase Budinger,HOU,78,22.3,82,4.9,6-7,209
11-12,Chase Budinger,HOU,58,22.4,66,12.1,6-7,209
12-13,Chase Budinger,MIN,23,22.1,82,72.0,6-7,209
13-14,Chase Budinger,MIN,41,18.3,82,50.0,6-7,209
14-15,Chase Budinger,MIN,67,19.2,82,18.3,6-7,209
15-16,Chase Budinger,PHX,66,14.1,82,19.5,6-7,209
09-10,Chris Hunter,GSW,60,13.0,82,26.8,6-11,240
09-10,Danilo Gallinari,NYK,81,33.9,82,1.2,6-10,225
10-11,Danilo Gallinari,DEN,62,33.9,82,24.4,6-10,225
11-12,Danilo Gallinari,DEN,43,31.4,66,34.8,6-10,225
12-13,Danilo Gallinari,DEN,71,32.5,82,13.4,6-10,225
14-15,Danilo Gallinari,DEN,59,24.2,82,28.0,6-10,225
15-16,Danilo Gallinari,DEN,53,34.7,82,35.4,6-10,225
16-17,Danilo Gallinari,DEN,63,33.9,82,23.2,6-10,225
17-18,Danilo Gallinari,LAC,21,32.0,82,74.4,6-10,225
09-10,Dante Cunningham,POR,63,11.2,82,23.2,6-8,230
10-11,Dante Cunningham,CHA,78,21.0,82,4.9,6-8,230
11-12,Dante Cunningham,MEM,64,17.6,66,3.0,6-8,230
12-13,Dante Cunningham,MIN,80,25.1,82,2.4,6-8,230
13-14,Dante Cunningham,MIN,81,20.2,82,1.2,6-8,230
14-15,Dante Cunningham,NOP,66,25.0,82,19.5,6-8,230
15-16,Dante Cunningham,NOP,80,24.6,82,2.4,6-8,230
16-17,Dante Cunningham,NOP,66,25.0,82,19.5,6-8,230
17-18,Dante Cunningham,BRK,73,21.4,82,11.0,6-8,230
09-10,Darren Collison,NOP,76,27.8,82,7.3,6-0,175
10-11,Darren Collison,IND,79,29.9,82,3.7,6-0,175
11-12,Darren Collison,IND,60,31.3,66,9.1,6-0,175
12-13,Darren Collison,DAL,81,29.3,82,1.2,6-0,175
13-14,Darren Collison,LAC,80,25.9,82,2.4,6-0,175
14-15,Darren Collison,SAC,45,34.8,82,45.1,6-0,175
15-16,Darren Collison,SAC,74,30.0,82,9.8,6-0,175
16-17,Darren Collison,SAC,68,30.3,82,17.1,6-0,175
17-18,Darren Collison,IND,69,29.3,82,15.9,6-0,175
09-10,David Andersen,HOU,63,14.1,82,23.2,6-11,245
09-10,DeJuan Blair,SAS,82,18.2,82,0.0,6-7,270
10-11,DeJuan Blair,SAS,81,21.4,82,1.2,6-7,270
11-12,DeJuan Blair,SAS,64,21.3,66,3.0,6-7,270
12-13,DeJuan Blair,SAS,61,14.0,82,25.6,6-7,270
13-14,DeJuan Blair,DAL,78,15.6,82,4.9,6-7,270
09-10,DeMar DeRozan,TOR,77,21.6,82,6.1,6-7,220
10-11,DeMar DeRozan,TOR,82,34.8,82,0.0,6-7,220
11-12,DeMar DeRozan,TOR,63,35.0,66,4.5,6-7,220
12-13,DeMar DeRozan,TOR,82,36.7,82,0.0,6-7,220
13-14,DeMar DeRozan,TOR,79,38.2,82,3.7,6-7,220
14-15,DeMar DeRozan,TOR,60,35.0,82,26.8,6-7,220
15-16,DeMar DeRozan,TOR,78,35.9,82,4.9,6-7,220
16-17,DeMar DeRozan,TOR,74,35.4,82,9.8,6-7,220
17-18,DeMar DeRozan,TOR,80,33.9,82,2.4,6-7,220
09-10,DeMarre Carroll,MEM,71,11.2,82,13.4,6-8,215
11-12,DeMarre Carroll,UTA,24,14.5,66,63.6,6-8,215
12-13,DeMarre Carroll,UTA,66,16.8,82,19.5,6-8,215
13-14,DeMarre Carroll,ATL,73,32.1,82,11.0,6-8,215
14-15,DeMarre Carroll,ATL,70,31.3,82,14.6,6-8,215
15-16,DeMarre Carroll,TOR,26,30.2,82,68.3,6-8,215
16-17,DeMarre Carroll,TOR,72,26.1,82,12.2,6-8,215
17-18,DeMarre Carroll,BRK,73,29.9,82,11.0,6-8,215
09-10,Derrick Brown,CHA,57,9.4,82,30.5,6-7,225
10-11,Derrick Brown,NYK,49,11.7,82,40.2,6-7,225
11-12,Derrick Brown,CHA,65,22.2,66,1.5,6-7,225
09-10,Eric Maynor,OKC,81,15.7,82,1.2,6-3,175
10-11,Eric Maynor,OKC,82,14.6,82,0.0,6-3,175
12-13,Eric Maynor,POR,64,15.0,82,22.0,6-3,175
09-10,Hasheem Thabeet,MEM,68,13.0,82,17.1,7-3,263
12-13,Hasheem Thabeet,OKC,66,11.7,82,19.5,7-3,263
09-10,Henry Walker,NYK,35,21.9,82,57.3,6-6,220
10-11,Henry Walker,NYK,61,12.9,82,25.6,6-6,220
11-12,Henry Walker,NYK,33,18.8,66,50.0,6-6,220
14-15,Henry Walker,MIA,24,26.1,82,70.7,6-6,220
09-10,James Harden,OKC,76,22.9,82,7.3,6-5,220
10-11,James Harden,OKC,82,26.7,82,0.0,6-5,220
11-12,James Harden,OKC,62,31.4,66,6.1,6-5,220
12-13,James Harden,HOU,78,38.3,82,4.9,6-5,220
13-14,James Harden,HOU,73,38.0,82,11.0,6-5,220
14-15,James Harden,HOU,81,36.8,82,1.2,6-5,220
15-16,James Harden,HOU,82,38.1,82,0.0,6-5,220
16-17,James Harden,HOU,81,36.4,82,1.2,6-5,220
17-18,James Harden,HOU,72,35.4,82,12.2,6-5,220
09-10,James Johnson,CHI,65,11.6,82,20.7,6-8,240
10-11,James Johnson,TOR,38,21.6,82,53.7,6-8,240
11-12,James Johnson,TOR,62,25.2,66,6.1,6-8,240
12-13,James Johnson,SAC,54,16.3,82,34.1,6-8,240
13-14,James Johnson,MEM,52,18.4,82,36.6,6-8,240
14-15,James Johnson,TOR,70,19.6,82,14.6,6-8,240
15-16,James Johnson,TOR,57,16.2,82,30.5,6-8,240
16-17,James Johnson,MIA,76,27.4,82,7.3,6-8,240
17-18,James Johnson,MIA,73,26.6,82,11.0,6-8,240
09-10,Jawad Williams,CLE,54,13.7,82,34.1,6-9,195
09-10,Jeff Teague,ATL,71,10.1,82,13.4,6-2,195
10-11,Jeff Teague,ATL,70,13.8,82,14.6,6-2,195
11-12,Jeff Teague,ATL,66,33.1,66,0.0,6-2,195
12-13,Jeff Teague,ATL,80,32.9,82,2.4,6-2,195
13-14,Jeff Teague,ATL,79,32.2,82,3.7,6-2,195
14-15,Jeff Teague,ATL,73,30.5,82,11.0,6-2,195
15-16,Jeff Teague,ATL,79,28.5,82,3.7,6-2,195
16-17,Jeff Teague,IND,82,32.4,82,0.0,6-2,195
17-18,Jeff Teague,MIN,70,33.0,82,14.6,6-2,195
09-10,Jodie Meeks,PHI,60,12.0,82,26.8,6-4,210
10-11,Jodie Meeks,PHI,74,27.9,82,9.8,6-4,210
11-12,Jodie Meeks,PHI,66,24.9,66,0.0,6-4,210
12-13,Jodie Meeks,LAL,78,21.3,82,4.9,6-4,210
13-14,Jodie Meeks,LAL,77,33.2,82,6.1,6-4,210
14-15,Jodie Meeks,DET,60,24.4,82,26.8,6-4,210
16-17,Jodie Meeks,ORL,36,20.5,82,56.1,6-4,210
17-18,Jodie Meeks,WAS,77,14.5,82,6.1,6-4,210
09-10,Jon Brockman,SAC,52,12.6,82,36.6,6-7,255
10-11,Jon Brockman,MIL,63,10.8,82,23.2,6-7,255
09-10,Jonas Jerebko,DET,80,27.9,82,2.4,6-10,231
11-12,Jonas Jerebko,DET,64,22.9,66,3.0,6-10,231
12-13,Jonas Jerebko,DET,49,18.2,82,40.2,6-10,231
13-14,Jonas Jerebko,DET,64,11.6,82,22.0,6-10,231
14-15,Jonas Jerebko,BOS,75,16.4,82,8.5,6-10,231
15-16,Jonas Jerebko,BOS,78,15.1,82,4.9,6-10,231
16-17,Jonas Jerebko,BOS,78,15.8,82,4.9,6-10,231
17-18,Jonas Jerebko,UTA,74,15.3,82,9.8,6-10,231
09-10,Jonny Flynn,MIN,81,28.9,82,1.2,6-0,185
10-11,Jonny Flynn,MIN,53,18.5,82,35.4,6-0,185
11-12,Jonny Flynn,POR,29,14.3,66,56.1,6-0,185
09-10,Jordan Hill,HOU,47,13.3,82,42.7,6-10,235
10-11,Jordan Hill,HOU,72,15.6,82,12.2,6-10,235
11-12,Jordan Hill,LAL,39,14.1,66,40.9,6-10,235
12-13,Jordan Hill,LAL,29,15.8,82,64.6,6-10,235
13-14,Jordan Hill,LAL,72,20.8,82,12.2,6-10,235
14-15,Jordan Hill,LAL,70,26.8,82,14.6,6-10,235
15-16,Jordan Hill,IND,73,20.7,82,11.0,6-10,235
09-10,Josh McRoberts,IND,42,12.5,82,48.8,6-10,240
10-11,Josh McRoberts,IND,72,22.2,82,12.2,6-10,240
11-12,Josh McRoberts,LAL,50,14.4,66,24.2,6-10,240
12-13,Josh McRoberts,CHA,67,22.2,82,18.3,6-10,240
13-14,Josh McRoberts,CHA,78,30.3,82,4.9,6-10,240
15-16,Josh McRoberts,MIA,42,14.2,82,48.8,6-10,240
09-10,Jrue Holiday,PHI,73,24.2,82,11.0,6-4,205
10-11,Jrue Holiday,PHI,82,35.4,82,0.0,6-4,205
11-12,Jrue Holiday,PHI,65,33.8,66,1.5,6-4,205
12-13,Jrue Holiday,PHI,78,37.5,82,4.9,6-4,205
13-14,Jrue Holiday,NOP,34,33.6,82,58.5,6-4,205
14-15,Jrue Holiday,NOP,40,32.6,82,51.2,6-4,205
15-16,Jrue Holiday,NOP,65,28.2,82,20.7,6-4,205
16-17,Jrue Holiday,NOP,67,32.7,82,18.3,6-4,205
17-18,Jrue Holiday,NOP,81,36.1,82,1.2,6-4,205
09-10,Marcus Thornton,NOP,73,25.6,82,11.0,6-4,205
10-11,Marcus Thornton,SAC,73,24.3,82,11.0,6-4,205
11-12,Marcus Thornton,SAC,51,34.9,66,22.7,6-4,205
12-13,Marcus Thornton,SAC,72,24.0,82,12.2,6-4,205
13-14,Marcus Thornton,BRK,72,24.2,82,12.2,6-4,205
14-15,Marcus Thornton,PHX,48,15.0,82,41.5,6-4,205
15-16,Marcus Thornton,WAS,61,18.2,82,25.6,6-4,205
16-17,Marcus Thornton,WAS,33,17.4,82,59.8,6-4,205
09-10,Omri Casspi,SAC,77,25.1,82,6.1,6-9,225
10-11,Omri Casspi,SAC,71,24.0,82,13.4,6-9,225
11-12,Omri Casspi,CLE,65,20.6,66,1.5,6-9,225
12-13,Omri Casspi,CLE,43,11.7,82,47.6,6-9,225
13-14,Omri Casspi,HOU,71,18.1,82,13.4,6-9,225
14-15,Omri Casspi,SAC,67,21.1,82,18.3,6-9,225
15-16,Omri Casspi,SAC,69,27.3,82,15.9,6-9,225
16-17,Omri Casspi,MIN,36,17.8,82,56.1,6-9,225
17-18,Omri Casspi,GSW,53,14.0,82,35.4,6-9,225
09-10,Reggie Williams,GSW,24,32.6,82,70.7,6-7,205
09-10,Reggie Williams,GSW,24,32.6,82,70.7,6-6,175
10-11,Reggie Williams,GSW,80,20.3,82,2.4,6-7,205
10-11,Reggie Williams,GSW,80,20.3,82,2.4,6-6,175
11-12,Reggie Williams,CHA,33,22.6,66,50.0,6-7,205
11-12,Reggie Williams,CHA,33,22.6,66,50.0,6-6,175
09-10,Rodrigue Beaubois,DAL,56,12.5,82,31.7,6-0,170
11-12,Rodrigue Beaubois,DAL,53,21.7,66,19.7,6-0,170
12-13,Rodrigue Beaubois,DAL,45,12.2,82,45.1,6-0,170
09-10,Sam Young,MEM,80,16.5,82,2.4,6-6,220
10-11,Sam Young,MEM,78,20.2,82,4.9,6-6,220
12-13,Sam Young,IND,56,12.4,82,31.7,6-6,220
09-10,Serge Ibaka,OKC,73,18.1,82,11.0,6-10,235
10-11,Serge Ibaka,OKC,82,27.0,82,0.0,6-10,235
11-12,Serge Ibaka,OKC,66,27.1,66,0.0,6-10,235
12-13,Serge Ibaka,OKC,80,31.1,82,2.4,6-10,235
13-14,Serge Ibaka,OKC,81,32.9,82,1.2,6-10,235
14-15,Serge Ibaka,OKC,64,33.1,82,22.0,6-10,235
15-16,Serge Ibaka,OKC,78,32.1,82,4.9,6-10,235
16-17,Serge Ibaka,TOR,79,30.7,82,3.7,6-10,235
17-18,Serge Ibaka,TOR,76,27.5,82,7.3,6-10,235
09-10,Sonny Weems,TOR,69,19.8,82,15.9,6-6,205
10-11,Sonny Weems,TOR,59,24.0,82,28.0,6-6,205
09-10,Stephen Curry,GSW,80,36.2,82,2.4,6-3,190
10-11,Stephen Curry,GSW,74,33.6,82,9.8,6-3,190
11-12,Stephen Curry,GSW,26,28.1,66,60.6,6-3,190
12-13,Stephen Curry,GSW,78,38.2,82,4.9,6-3,190
13-14,Stephen Curry,GSW,78,36.5,82,4.9,6-3,190
14-15,Stephen Curry,GSW,80,32.7,82,2.4,6-3,190
15-16,Stephen Curry,GSW,79,34.2,82,3.7,6-3,190
16-17,Stephen Curry,GSW,79,33.4,82,3.7,6-3,190
17-18,Stephen Curry,GSW,51,32.0,82,37.8,6-3,190
09-10,Taj Gibson,CHI,82,26.9,82,0.0,6-9,232
10-11,Taj Gibson,CHI,80,21.8,82,2.4,6-9,232
11-12,Taj Gibson,CHI,63,20.4,66,4.5,6-9,232
12-13,Taj Gibson,CHI,65,22.5,82,20.7,6-9,232
13-14,Taj Gibson,CHI,82,28.7,82,0.0,6-9,232
14-15,Taj Gibson,CHI,62,27.3,82,24.4,6-9,232
15-16,Taj Gibson,CHI,73,26.5,82,11.0,6-9,232
16-17,Taj Gibson,OKC,78,25.5,82,4.9,6-9,232
17-18,Taj Gibson,MIN,82,33.3,82,0.0,6-9,232
09-10,Terrence Williams,NJN,78,22.6,82,4.9,6-6,215
11-12,Terrence Williams,SAC,30,18.3,66,54.5,6-6,215
09-10,Toney Douglas,NYK,56,19.4,82,31.7,6-2,195
10-11,Toney Douglas,NYK,81,24.3,82,1.2,6-2,195
11-12,Toney Douglas,NYK,38,17.3,66,42.4,6-2,195
12-13,Toney Douglas,SAC,71,18.1,82,13.4,6-2,195
13-14,Toney Douglas,MIA,51,13.2,82,37.8,6-2,195
15-16,Toney Douglas,NOP,61,20.7,82,25.6,6-2,195
09-10,Ty Lawson,DEN,65,20.3,82,20.7,5-11,195
10-11,Ty Lawson,DEN,80,26.3,82,2.4,5-11,195
11-12,Ty Lawson,DEN,61,34.8,66,7.6,5-11,195
12-13,Ty Lawson,DEN,73,34.4,82,11.0,5-11,195
13-14,Ty Lawson,DEN,62,35.8,82,24.4,5-11,195
14-15,Ty Lawson,DEN,75,35.5,82,8.5,5-11,195
15-16,Ty Lawson,IND,66,21.4,82,19.5,5-11,195
16-17,Ty Lawson,SAC,69,25.1,82,15.9,5-11,195
09-10,Tyler Hansbrough,IND,29,17.6,82,64.6,6-9,250
10-11,Tyler Hansbrough,IND,70,21.9,82,14.6,6-9,250
11-12,Tyler Hansbrough,IND,66,21.8,66,0.0,6-9,250
12-13,Tyler Hansbrough,IND,81,16.9,82,1.2,6-9,250
