player,player_salary,season
Amir Johnson,"$3,666,667",2008/09
Ryan Gomes,"$3,650,000",2008/09
Mike Conley,"$3,630,480",2008/09
Rasual Butler,"$3,630,000",2008/09
DeShawn Stevenson,"$3,616,072",2008/09
Fabricio Oberto,"$3,600,000",2008/09
Robert Swift,"$3,579,131",2008/09
Brian Cook,"$3,500,000",2008/09
Roger Mason,"$3,500,000",2008/09
Russell Westbrook,"$3,493,680",2008/09
Charlie Villanueva,"$3,448,050",2008/09
Shelden Williams,"$3,395,760",2008/09
Willie Green,"$3,388,000",2008/09
Charlie Bell,"$3,354,480",2008/09
Keyon Dooling,"$3,300,000",2008/09
Jeff Green,"$3,287,640",2008/09
Eduardo Najera,"$3,250,000",2008/09
Chucky Atkins,"$3,240,000",2008/09
Brian Scalabrine,"$3,206,897",2008/09
Kris Humphries,"$3,200,000",2008/09
Channing Frye,"$3,163,769",2008/09
Kevin Love,"$3,163,680",2008/09
Luis Scola,"$3,100,667",2008/09
Trevor Ariza,"$3,100,000",2008/09
Damien Wilkins,"$3,100,000",2008/09
Marc Gasol,"$3,093,333",2008/09
Brandon Roy,"$3,084,240",2008/09
Carl Landry,"$3,000,000",2008/09
Matt Bonner,"$2,987,000",2008/09
Yi Jianlian,"$2,986,080",2008/09
Ike Diogu,"$2,912,823",2008/09
Kelenna Azubuike,"$2,900,000",2008/09
Danilo Gallinari,"$2,873,520",2008/09
Didier Ilunga-Mbenga,"$2,852,599",2008/09
Randy Foye,"$2,815,560",2008/09
Andrew Bynum,"$2,769,300",2008/09
Andray Blatche,"$2,739,669",2008/09
Corey Brewer,"$2,725,920",2008/09
Sean May,"$2,661,027",2008/09
Eddie House,"$2,650,000",2008/09
Mark Madsen,"$2,630,000",2008/09
Eric Gordon,"$2,623,200",2008/09
Rashad McCants,"$2,620,126",2008/09
Dorell Wright,"$2,612,835",2008/09
Rudy Gay,"$2,579,400",2008/09
Keith Bogans,"$2,565,000",2008/09
Jackie Butler,"$2,552,000",2008/09
Maurice Evans,"$2,500,000",2008/09
Tony Allen,"$2,500,000",2008/09
Chris Mihm,"$2,500,000",2008/09
Craig Smith,"$2,500,000",2008/09
Michael Finley,"$2,500,000",2008/09
Brandan Wright,"$2,497,320",2008/09
Jason Hart,"$2,484,000",2008/09
Joey Graham,"$2,449,184",2008/09
Joe Alexander,"$2,403,120",2008/09
Danny Granger,"$2,329,805",2008/09
Damon Stoudamire,"$2,325,000",2008/09
Ricky Davis,"$2,300,000",2008/09
Sebastian Telfair,"$2,300,000",2008/09
Joakim Noah,"$2,295,480",2008/09
Maceo Baston,"$2,272,860",2008/09
Saer Sene,"$2,252,400",2008/09
Tyronn Lue,"$2,250,000",2008/09
DJ Augustin,"$2,208,960",2008/09
Spencer Hawes,"$2,180,760",2008/09
JJ Redick,"$2,139,720",2008/09
Hakim Warrick,"$2,119,102",2008/09
Brook Lopez,"$2,098,560",2008/09
Jarron Collins,"$2,074,302",2008/09
Acie Law,"$2,071,680",2008/09
Hilton Armstrong,"$2,032,800",2008/09
Nate Robinson,"$2,020,179",2008/09
Jarrett Jack,"$2,002,623",2008/09
Walter Herrmann,"$2,000,000",2008/09
Eddie Jones,"$2,000,000",2008/09
Brevin Knight,"$2,000,000",2008/09
Jerryd Bayless,"$1,993,560",2008/09
Francisco Garcia,"$1,983,454",2008/09
Grant Hill,"$1,976,400",2008/09
Thaddeus Young,"$1,968,120",2008/09
Luther Head,"$1,962,378",2008/09
Johan Petro,"$1,939,893",2008/09
Thabo Sefolosha,"$1,931,160",2008/09
Jarvis Hayes,"$1,910,000",2008/09
Brent Barry,"$1,910,000",2008/09
Anthony Johnson,"$1,910,000",2008/09
Jason Thompson,"$1,893,840",2008/09
Jason Maxiell,"$1,877,572",2008/09
Julian Wright,"$1,869,600",2008/09
Ronnie Brewer,"$1,834,680",2008/09
Linas Kleiza,"$1,824,493",2008/09
Antoine Wright,"$1,800,000",2008/09
Brandon Rush,"$1,799,160",2008/09
David Lee,"$1,788,033",2008/09
Al Thornton,"$1,776,240",2008/09
Chuck Hayes,"$1,768,000",2008/09
Cedric Simmons,"$1,742,760",2008/09
Adrian Griffin,"$1,711,000",2008/09
Anthony Randolph,"$1,709,280",2008/09
Francisco Elson,"$1,700,000",2008/09
Goran Dragic,"$1,700,000",2008/09
Rodney Stuckey,"$1,687,320",2008/09
Smush Parker,"$1,660,000",2008/09
Rodney Carney,"$1,655,760",2008/09
Robin Lopez,"$1,623,720",2008/09
Travis Diener,"$1,620,000",2008/09
Nick Young,"$1,602,960",2008/09
Devean George,"$1,600,000",2008/09
Justin Reed,"$1,573,000",2008/09
Shawne Williams,"$1,572,960",2008/09
Hamed Haddadi,"$1,572,221",2008/09
Marreese Speights,"$1,542,600",2008/09
Sean Williams,"$1,522,920",2008/09
Ronald Murray,"$1,500,000",2008/09
Jose Juan Barea,"$1,500,000",2008/09
Patrick O'Bryant,"$1,500,000",2008/09
Roy Hibbert,"$1,465,400",2008/09
Marco Belinelli,"$1,446,720",2008/09
Oleksiy Pecherov,"$1,446,720",2008/09
Quincy Douby,"$1,427,040",2008/09
JaVale McGee,"$1,392,240",2008/09
Javaris Crittenton,"$1,381,560",2008/09
Renaldo Balkman,"$1,369,920",2008/09
