,season,Number of Games,player,team,height,weight,games_played,games missed,percentage of games missed,minutes_per_game
369,02-03,82,Chris Whitney,ORL,6-0,230,51,31,37.8,20.6
370,98-99,50,Christian Laettner,DET,6-11,235,16,34,68.0,21.1
371,99-00,82,Christian Laettner,DET,6-11,235,82,0,0.0,29.8
372,00-01,82,Christian Laettner,WAS,6-11,235,78,4,4.9,21.3
373,01-02,82,Christian Laettner,WAS,6-11,235,57,25,30.5,25.3
374,02-03,82,Christian Laettner,WAS,6-11,235,76,6,7.3,29.2
375,03-04,82,Christian Laettner,WAS,6-11,235,48,34,41.5,20.5
376,04-05,82,Christian Laettner,MIA,6-11,235,49,33,40.2,15.1
377,98-99,50,Chuck Person,CHA,6-8,220,50,0,0.0,19.8
378,98-99,50,Chucky Brown,CHA,6-7,214,48,2,4.0,24.8
379,99-00,82,Chucky Brown,CHA,6-7,214,63,19,23.2,17.4
380,98-99,50,Clarence Weatherspoon,MIA,6-6,240,49,1,2.0,21.2
381,99-00,82,Clarence Weatherspoon,MIA,6-6,240,78,4,4.9,20.7
382,00-01,82,Clarence Weatherspoon,CLE,6-6,240,82,0,0.0,33.8
383,01-02,82,Clarence Weatherspoon,NYK,6-6,240,56,26,31.7,30.8
384,02-03,82,Clarence Weatherspoon,NYK,6-6,240,79,3,3.7,25.6
385,03-04,82,Clarence Weatherspoon,HOU,6-6,240,52,30,36.6,16.7
386,04-05,82,Clarence Weatherspoon,HOU,6-6,240,40,42,51.2,13.1
387,98-99,50,Cliff Robinson,PHX,6-9,220,50,0,0.0,34.8
388,99-00,82,Cliff Robinson,PHX,6-9,220,80,2,2.4,35.5
389,00-01,82,Cliff Robinson,PHX,6-9,220,82,0,0.0,33.5
390,01-02,82,Cliff Robinson,DET,6-9,220,80,2,2.4,35.7
391,02-03,82,Cliff Robinson,DET,6-9,220,81,1,1.2,34.9
392,03-04,82,Cliff Robinson,GSW,6-9,220,82,0,0.0,34.7
393,04-05,82,Cliff Robinson,NJN,6-9,220,71,11,13.4,23.8
394,05-06,82,Cliff Robinson,NJN,6-9,220,80,2,2.4,23.3
395,06-07,82,Cliff Robinson,NJN,6-9,220,50,32,39.0,19.1
396,98-99,50,Corey Benjamin,CHI,6-6,200,31,19,38.0,10.3
397,99-00,82,Corey Benjamin,CHI,6-6,200,48,34,41.5,18.0
398,00-01,82,Corey Benjamin,CHI,6-6,200,65,17,20.7,13.2
399,98-99,50,Corie Blount,CLE,6-9,240,34,16,32.0,15.6
400,99-00,82,Corie Blount,PHX,6-9,240,38,44,53.7,11.7
401,00-01,82,Corie Blount,GSW,6-9,240,68,14,17.1,19.2
402,01-02,82,Corie Blount,PHI,6-9,240,72,10,12.2,19.8
403,02-03,82,Corie Blount,CHI,6-9,240,50,32,39.0,16.7
404,03-04,82,Corie Blount,TOR,6-9,240,62,20,24.4,16.9
405,98-99,50,Corliss Williamson,SAC,6-7,185,50,0,0.0,27.5
406,99-00,82,Corliss Williamson,SAC,6-7,185,76,6,7.3,22.5
407,00-01,82,Corliss Williamson,DET,6-7,185,69,13,15.9,24.4
408,01-02,82,Corliss Williamson,DET,6-7,185,78,4,4.9,21.8
409,02-03,82,Corliss Williamson,DET,6-7,185,82,0,0.0,25.1
410,03-04,82,Corliss Williamson,DET,6-7,185,79,3,3.7,19.9
411,04-05,82,Corliss Williamson,SAC,6-7,185,72,10,12.2,21.2
412,06-07,82,Corliss Williamson,SAC,6-7,185,68,14,17.1,19.7
413,98-99,50,Cory Alexander,DEN,6-1,185,36,14,28.0,21.6
414,98-99,50,Cuttino Mobley,HOU,6-4,235,49,1,2.0,29.7
415,99-00,82,Cuttino Mobley,HOU,6-4,235,81,1,1.2,30.8
416,00-01,82,Cuttino Mobley,HOU,6-4,235,79,3,3.7,38.0
419,03-04,82,Cuttino Mobley,HOU,6-4,235,80,2,2.4,40.4
420,04-05,82,Cuttino Mobley,SAC,6-4,235,67,15,18.3,35.6
421,05-06,82,Cuttino Mobley,LAC,6-4,235,79,3,3.7,37.7
422,06-07,82,Cuttino Mobley,LAC,6-4,235,78,4,4.9,36.4
423,07-08,82,Cuttino Mobley,LAC,6-4,235,77,5,6.1,35.1
424,98-99,50,Dale Davis,IND,6-11,230,50,0,0.0,27.5
425,99-00,82,Dale Davis,IND,6-11,230,74,8,9.8,28.7
426,00-01,82,Dale Davis,POR,6-11,230,81,1,1.2,26.7
427,01-02,82,Dale Davis,POR,6-11,230,78,4,4.9,31.4
428,02-03,82,Dale Davis,POR,6-11,230,78,4,4.9,29.3
429,03-04,82,Dale Davis,POR,6-11,230,76,6,7.3,22.1
430,04-05,82,Dale Davis,IND,6-11,230,61,21,25.6,21.4
431,06-07,82,Dale Davis,DET,6-11,230,46,36,43.9,10.1
432,98-99,50,Dale Ellis,SEA,6-7,205,48,2,4.0,25.7
433,99-00,82,Dale Ellis,CHA,6-7,205,42,40,48.8,13.4
434,98-99,50,Damon Jones,BOS,6-3,185,24,26,52.0,14.3
435,99-00,82,Damon Jones,DAL,6-3,185,55,27,32.9,11.1
436,00-01,82,Damon Jones,VAN,6-3,185,71,11,13.4,19.9
437,01-02,82,Damon Jones,DET,6-3,185,67,15,18.3,16.2
438,02-03,82,Damon Jones,SAC,6-3,185,49,33,40.2,14.5
439,03-04,82,Damon Jones,MIL,6-3,185,82,0,0.0,24.6
440,04-05,82,Damon Jones,MIA,6-3,185,82,0,0.0,31.4
441,05-06,82,Damon Jones,CLE,6-3,185,82,0,0.0,25.5
442,06-07,82,Damon Jones,CLE,6-3,185,60,22,26.8,19.5
443,07-08,82,Damon Jones,CLE,6-3,185,67,15,18.3,19.9
444,98-99,50,Damon Stoudamire,POR,5-10,171,50,0,0.0,33.5
445,99-00,82,Damon Stoudamire,POR,5-10,171,78,4,4.9,30.4
446,00-01,82,Damon Stoudamire,POR,5-10,171,82,0,0.0,32.4
447,01-02,82,Damon Stoudamire,POR,5-10,171,75,7,8.5,37.3
448,02-03,82,Damon Stoudamire,POR,5-10,171,59,23,28.0,22.3
449,03-04,82,Damon Stoudamire,POR,5-10,171,82,0,0.0,38.0
450,04-05,82,Damon Stoudamire,POR,5-10,171,81,1,1.2,34.1
451,05-06,82,Damon Stoudamire,MEM,5-10,171,27,55,67.1,31.9
452,06-07,82,Damon Stoudamire,MEM,5-10,171,62,20,24.4,24.2
453,07-08,82,Damon Stoudamire,SAS,5-10,171,60,22,26.8,17.3
454,98-99,50,Dan Majerle,MIA,6-6,215,48,2,4.0,33.8
455,99-00,82,Dan Majerle,MIA,6-6,215,69,13,15.9,33.4
456,00-01,82,Dan Majerle,MIA,6-6,215,53,29,35.4,24.6
457,01-02,82,Dan Majerle,PHX,6-6,215,65,17,20.7,18.2
458,98-99,50,Dana Barros,BOS,5-11,163,50,0,0.0,23.1
459,99-00,82,Dana Barros,BOS,5-11,163,72,10,12.2,15.8
460,00-01,82,Dana Barros,DET,5-11,163,60,22,26.8,18.0
461,01-02,82,Dana Barros,DET,5-11,163,29,53,64.6,20.1
462,98-99,50,Danny Ferry,CLE,6-10,230,50,0,0.0,21.2
463,99-00,82,Danny Ferry,CLE,6-10,230,63,19,23.2,21.0
464,00-01,82,Danny Ferry,SAS,6-10,230,80,2,2.4,21.1
465,01-02,82,Danny Ferry,SAS,6-10,230,50,32,39.0,15.9
466,02-03,82,Danny Ferry,SAS,6-10,230,65,17,20.7,9.2
467,98-99,50,Danny Fortson,DEN,6-7,260,50,0,0.0,28.3
468,99-00,82,Danny Fortson,BOS,6-7,260,55,27,32.9,15.6
469,01-02,82,Danny Fortson,GSW,6-7,260,77,5,6.1,28.8
470,03-04,82,Danny Fortson,DAL,6-7,260,56,26,31.7,11.1
471,04-05,82,Danny Fortson,SEA,6-7,260,62,20,24.4,16.9
472,98-99,50,Danny Manning,PHX,6-10,230,50,0,0.0,23.7
473,99-00,82,Danny Manning,MIL,6-10,230,72,10,12.2,16.9
474,00-01,82,Danny Manning,UTA,6-10,230,82,0,0.0,15.9
475,01-02,82,Danny Manning,DAL,6-10,230,41,41,50.0,13.5
476,98-99,50,Darrell Armstrong,ORL,6-0,170,50,0,0.0,30.0
477,99-00,82,Darrell Armstrong,ORL,6-0,170,82,0,0.0,31.6
478,00-01,82,Darrell Armstrong,ORL,6-0,170,75,7,8.5,36.9
479,01-02,82,Darrell Armstrong,ORL,6-0,170,82,0,0.0,33.3
480,02-03,82,Darrell Armstrong,ORL,6-0,170,82,0,0.0,28.7
481,03-04,82,Darrell Armstrong,NOP,6-0,170,79,3,3.7,28.5
482,04-05,82,Darrell Armstrong,DAL,6-0,170,66,16,19.5,15.0
483,05-06,82,Darrell Armstrong,DAL,6-0,170,62,20,24.4,10.0
484,06-07,82,Darrell Armstrong,IND,6-0,170,81,1,1.2,15.7
485,07-08,82,Darrell Armstrong,NJN,6-0,170,50,32,39.0,11.0
486,98-99,50,Darrick Martin,LAC,5-11,170,37,13,26.0,25.4
487,99-00,82,Darrick Martin,SAC,5-11,170,71,11,13.4,12.6
488,98-99,50,David Robinson,SAS,7-1,235,49,1,2.0,31.7
489,99-00,82,David Robinson,SAS,7-1,235,80,2,2.4,32.0
490,00-01,82,David Robinson,SAS,7-1,235,80,2,2.4,29.6
491,01-02,82,David Robinson,SAS,7-1,235,78,4,4.9,29.5
492,02-03,82,David Robinson,SAS,7-1,235,64,18,22.0,26.2
493,98-99,50,David Wesley,CHA,6-0,220,50,0,0.0,37.0
494,99-00,82,David Wesley,CHA,6-0,220,82,0,0.0,33.7
495,00-01,82,David Wesley,CHA,6-0,220,82,0,0.0,37.9
496,01-02,82,David Wesley,CHA,6-0,220,67,15,18.3,37.1
497,02-03,82,David Wesley,NOP,6-0,220,73,9,11.0,37.1
498,03-04,82,David Wesley,NOP,6-0,220,61,21,25.6,32.8
499,04-05,82,David Wesley,HOU,6-0,220,80,2,2.4,34.7
500,05-06,82,David Wesley,HOU,6-0,220,71,11,13.4,33.4
501,98-99,50,DeJuan Wheat,VAN,6-0,185,46,4,8.0,12.8
502,98-99,50,Dean Garrett,MIN,6-10,225,49,1,2.0,21.5
503,99-00,82,Dean Garrett,MIN,6-10,225,56,26,31.7,10.8
504,00-01,82,Dean Garrett,MIN,6-10,225,70,12,14.6,11.9
505,98-99,50,Dee Brown,TOR,6-1,160,49,1,2.0,28.1
506,98-99,50,Dee Brown,TOR,6-0,185,49,1,2.0,28.1
507,99-00,82,Dee Brown,TOR,6-1,160,38,44,53.7,17.7
508,99-00,82,Dee Brown,TOR,6-0,185,38,44,53.7,17.7
509,06-07,82,Dee Brown,UTA,6-1,160,49,33,40.2,9.2
510,06-07,82,Dee Brown,UTA,6-0,185,49,33,40.2,9.2
511,98-99,50,Dell Curry,MIL,6-4,190,42,8,16.0,20.6
512,99-00,82,Dell Curry,TOR,6-4,190,67,15,18.3,16.3
513,00-01,82,Dell Curry,TOR,6-4,190,71,11,13.4,13.5
514,01-02,82,Dell Curry,TOR,6-4,190,56,26,31.7,15.8
515,98-99,50,Dennis Rodman,LAL,6-7,210,23,27,54.0,28.6
516,98-99,50,Dennis Scott,MIN,6-8,229,36,14,28.0,20.5
517,99-00,82,Dennis Scott,VAN,6-8,229,66,16,19.5,19.1
518,98-99,50,Derek Anderson,CLE,6-5,194,38,12,24.0,25.7
519,99-00,82,Derek Anderson,LAC,6-5,194,64,18,22.0,34.4
520,00-01,82,Derek Anderson,SAS,6-5,194,82,0,0.0,34.9
521,01-02,82,Derek Anderson,POR,6-5,194,70,12,14.6,26.6
522,02-03,82,Derek Anderson,POR,6-5,194,76,6,7.3,33.6
523,03-04,82,Derek Anderson,POR,6-5,194,51,31,37.8,35.5
524,04-05,82,Derek Anderson,POR,6-5,194,47,35,42.7,26.4
525,05-06,82,Derek Anderson,MIA,6-5,194,43,39,47.6,24.3
526,06-07,82,Derek Anderson,CHA,6-5,194,50,32,39.0,23.8
527,98-99,50,Derek Fisher,LAL,6-1,200,50,0,0.0,22.6
528,99-00,82,Derek Fisher,LAL,6-1,200,78,4,4.9,23.1
529,00-01,82,Derek Fisher,LAL,6-1,200,21,61,74.4,33.8
530,01-02,82,Derek Fisher,LAL,6-1,200,70,12,14.6,28.2
531,02-03,82,Derek Fisher,LAL,6-1,200,82,0,0.0,34.5
532,03-04,82,Derek Fisher,LAL,6-1,200,82,0,0.0,21.6
533,04-05,82,Derek Fisher,GSW,6-1,200,74,8,9.8,30.0
534,05-06,82,Derek Fisher,GSW,6-1,200,82,0,0.0,31.6
535,06-07,82,Derek Fisher,UTA,6-1,200,82,0,0.0,27.9
536,07-08,82,Derek Fisher,LAL,6-1,200,82,0,0.0,27.4
537,08-09,82,Derek Fisher,LAL,6-1,200,82,0,0.0,29.8
538,09-10,82,Derek Fisher,LAL,6-1,200,82,0,0.0,27.2
539,10-11,82,Derek Fisher,LAL,6-1,200,82,0,0.0,28.0
540,11-12,66,Derek Fisher,OKC,6-1,200,63,3,4.5,23.9
541,12-13,82,Derek Fisher,OKC,6-1,200,33,49,59.8,17.4
542,13-14,82,Derek Fisher,OKC,6-1,200,81,1,1.2,17.6
543,98-99,50,Derek Harper,LAL,6-4,185,45,5,10.0,24.9
544,98-99,50,Derek Strong,ORL,6-8,220,44,6,12.0,15.8
545,98-99,50,Derrick Coleman,CHA,6-10,230,37,13,26.0,31.8
546,99-00,82,Derrick Coleman,CHA,6-10,230,74,8,9.8,31.7
547,00-01,82,Derrick Coleman,CHA,6-10,230,34,48,58.5,20.1
548,01-02,82,Derrick Coleman,PHI,6-10,230,58,24,29.3,35.9
549,02-03,82,Derrick Coleman,PHI,6-10,230,64,18,22.0,27.2
550,03-04,82,Derrick Coleman,PHI,6-10,230,34,48,58.5,24.9
551,98-99,50,Derrick McKey,IND,6-9,205,13,37,74.0,18.8
552,99-00,82,Derrick McKey,IND,6-9,205,32,50,61.0,19.8
553,00-01,82,Derrick McKey,IND,6-9,205,66,16,19.5,15.0
554,01-02,82,Derrick McKey,PHI,6-9,205,41,41,50.0,19.1
555,98-99,50,Detlef Schrempf,SEA,6-9,214,50,0,0.0,35.3
556,99-00,82,Detlef Schrempf,POR,6-9,214,77,5,6.1,21.6
557,98-99,50,Dickey Simpkins,CHI,6-9,248,50,0,0.0,29.0
558,99-00,82,Dickey Simpkins,CHI,6-9,248,69,13,15.9,23.9
559,98-99,50,Dikembe Mutombo,ATL,7-2,235,50,0,0.0,36.6
560,99-00,82,Dikembe Mutombo,ATL,7-2,235,82,0,0.0,36.4
561,00-01,82,Dikembe Mutombo,PHI,7-2,235,75,7,8.5,34.5
562,01-02,82,Dikembe Mutombo,PHI,7-2,235,80,2,2.4,36.3
563,02-03,82,Dikembe Mutombo,NJN,7-2,235,24,58,70.7,21.4
564,03-04,82,Dikembe Mutombo,NYK,7-2,235,65,17,20.7,23.0
565,04-05,82,Dikembe Mutombo,HOU,7-2,235,80,2,2.4,15.2
566,05-06,82,Dikembe Mutombo,HOU,7-2,235,64,18,22.0,14.9
567,06-07,82,Dikembe Mutombo,HOU,7-2,235,75,7,8.5,17.2
568,07-08,82,Dikembe Mutombo,HOU,7-2,235,39,43,52.4,15.9
569,98-99,50,Dirk Nowitzki,DAL,7-0,200,47,3,6.0,20.4
570,99-00,82,Dirk Nowitzki,DAL,7-0,200,82,0,0.0,35.8
571,00-01,82,Dirk Nowitzki,DAL,7-0,200,82,0,0.0,38.1
572,01-02,82,Dirk Nowitzki,DAL,7-0,200,76,6,7.3,38.0
573,02-03,82,Dirk Nowitzki,DAL,7-0,200,80,2,2.4,39.0
574,03-04,82,Dirk Nowitzki,DAL,7-0,200,77,5,6.1,37.9
575,04-05,82,Dirk Nowitzki,DAL,7-0,200,78,4,4.9,38.7
576,05-06,82,Dirk Nowitzki,DAL,7-0,200,81,1,1.2,38.1
577,06-07,82,Dirk Nowitzki,DAL,7-0,200,78,4,4.9,36.2
578,07-08,82,Dirk Nowitzki,DAL,7-0,200,77,5,6.1,36.0
579,08-09,82,Dirk Nowitzki,DAL,7-0,200,81,1,1.2,37.7
580,09-10,82,Dirk Nowitzki,DAL,7-0,200,81,1,1.2,37.5
581,10-11,82,Dirk Nowitzki,DAL,7-0,200,73,9,11.0,34.3
582,11-12,66,Dirk Nowitzki,DAL,7-0,200,62,4,6.1,33.5
583,12-13,82,Dirk Nowitzki,DAL,7-0,200,53,29,35.4,31.3
584,13-14,82,Dirk Nowitzki,DAL,7-0,200,80,2,2.4,32.9
585,14-15,82,Dirk Nowitzki,DAL,7-0,200,77,5,6.1,29.6
586,15-16,82,Dirk Nowitzki,DAL,7-0,200,75,7,8.5,31.5
587,16-17,82,Dirk Nowitzki,DAL,7-0,200,54,28,34.1,26.4
588,17-18,82,Dirk Nowitzki,DAL,7-0,200,77,5,6.1,24.7
589,98-99,50,Don MacLean,SEA,6-10,235,17,33,66.0,21.5
590,98-99,50,Don Reid,DET,6-8,250,47,3,6.0,19.9
591,00-01,82,Don Reid,ORL,6-8,250,65,17,20.7,11.8
592,01-02,82,Don Reid,ORL,6-8,250,68,14,17.1,10.5
593,98-99,50,Donyell Marshall,GSW,6-9,218,48,2,4.0,26.0
594,99-00,82,Donyell Marshall,GSW,6-9,218,64,18,22.0,32.4
595,00-01,82,Donyell Marshall,UTA,6-9,218,81,1,1.2,28.7
596,01-02,82,Donyell Marshall,UTA,6-9,218,58,24,29.3,30.2
597,02-03,82,Donyell Marshall,CHI,6-9,218,78,4,4.9,30.5
598,03-04,82,Donyell Marshall,TOR,6-9,218,82,0,0.0,36.4
599,04-05,82,Donyell Marshall,TOR,6-9,218,65,17,20.7,25.3
600,05-06,82,Donyell Marshall,CLE,6-9,218,81,1,1.2,25.7
601,06-07,82,Donyell Marshall,CLE,6-9,218,81,1,1.2,16.8
602,98-99,50,Doug Christie,TOR,6-6,200,50,0,0.0,35.4
603,99-00,82,Doug Christie,TOR,6-6,200,73,9,11.0,31.0
604,00-01,82,Doug Christie,SAC,6-6,200,81,1,1.2,36.3
605,01-02,82,Doug Christie,SAC,6-6,200,81,1,1.2,34.5
606,02-03,82,Doug Christie,SAC,6-6,200,80,2,2.4,33.9
607,03-04,82,Doug Christie,SAC,6-6,200,82,0,0.0,33.9
608,04-05,82,Doug Christie,ORL,6-6,200,52,30,36.6,29.3
609,98-99,50,Ed Gray,ATL,6-3,210,30,20,40.0,11.2
610,98-99,50,Eddie Jones,CHA,6-6,190,50,0,0.0,37.6
611,99-00,82,Eddie Jones,CHA,6-6,190,72,10,12.2,39.0
612,00-01,82,Eddie Jones,MIA,6-6,190,63,19,23.2,36.2
613,01-02,82,Eddie Jones,MIA,6-6,190,81,1,1.2,39.0
614,02-03,82,Eddie Jones,MIA,6-6,190,47,35,42.7,38.1
615,03-04,82,Eddie Jones,MIA,6-6,190,81,1,1.2,37.0
616,04-05,82,Eddie Jones,MIA,6-6,190,80,2,2.4,35.5
617,05-06,82,Eddie Jones,MEM,6-6,190,75,7,8.5,32.5
618,06-07,82,Eddie Jones,MIA,6-6,190,64,18,22.0,24.9
619,07-08,82,Eddie Jones,DAL,6-6,190,47,35,42.7,19.6
620,98-99,50,Elden Campbell,CHA,6-11,215,49,1,2.0,29.8
621,99-00,82,Elden Campbell,CHA,6-11,215,78,4,4.9,32.5
622,00-01,82,Elden Campbell,CHA,6-11,215,78,4,4.9,30.0
623,01-02,82,Elden Campbell,CHA,6-11,215,77,5,6.1,28.0
624,02-03,82,Elden Campbell,SEA,6-11,215,56,26,31.7,15.5
625,03-04,82,Elden Campbell,DET,6-11,215,65,17,20.7,13.7
626,98-99,50,Eldridge Recasner,CHA,6-3,190,44,6,12.0,16.1
627,98-99,50,Eric Montross,DET,7-0,205,46,4,8.0,12.5
628,00-01,82,Eric Montross,TOR,7-0,205,54,28,34.1,12.0
629,01-02,82,Eric Montross,TOR,7-0,205,49,33,40.2,13.4
630,98-99,50,Eric Murdock,NJN,6-1,303,15,35,70.0,26.7
631,99-00,82,Eric Murdock,LAC,6-1,303,40,42,51.2,17.3
632,98-99,50,Eric Piatkowski,LAC,6-7,215,49,1,2.0,25.3
633,99-00,82,Eric Piatkowski,LAC,6-7,215,75,7,8.5,22.8
634,00-01,82,Eric Piatkowski,LAC,6-7,215,81,1,1.2,26.5
635,01-02,82,Eric Piatkowski,LAC,6-7,215,71,11,13.4,24.2
636,02-03,82,Eric Piatkowski,LAC,6-7,215,62,20,24.4,21.9
637,03-04,82,Eric Piatkowski,HOU,6-7,215,49,33,40.2,14.3
638,04-05,82,Eric Piatkowski,CHI,6-7,215,68,14,17.1,12.4
639,98-99,50,Eric Riley,BOS,7-0,245,35,15,30.0,9.6
640,98-99,50,Eric Snow,PHI,6-3,190,48,2,4.0,35.8
641,99-00,82,Eric Snow,PHI,6-3,190,82,0,0.0,35.0
642,00-01,82,Eric Snow,PHI,6-3,190,50,32,39.0,34.8
643,01-02,82,Eric Snow,PHI,6-3,190,61,21,25.6,36.5
644,02-03,82,Eric Snow,PHI,6-3,190,82,0,0.0,37.9
645,03-04,82,Eric Snow,PHI,6-3,190,82,0,0.0,36.2
646,04-05,82,Eric Snow,CLE,6-3,190,81,1,1.2,22.8
647,05-06,82,Eric Snow,CLE,6-3,190,82,0,0.0,28.7
648,06-07,82,Eric Snow,CLE,6-3,190,82,0,0.0,23.5
649,98-99,50,Eric Washington,DEN,6-4,190,38,12,24.0,20.0
650,98-99,50,Eric Williams,DEN,6-8,200,38,12,24.0,20.5
651,99-00,82,Eric Williams,BOS,6-8,200,68,14,17.1,20.3
652,00-01,82,Eric Williams,BOS,6-8,200,81,1,1.2,21.5
653,01-02,82,Eric Williams,BOS,6-8,200,74,8,9.8,23.6
654,02-03,82,Eric Williams,BOS,6-8,200,82,0,0.0,28.7
655,03-04,82,Eric Williams,CLE,6-8,200,71,11,13.4,26.6
656,04-05,82,Eric Williams,TOR,6-8,200,55,27,32.9,24.1
657,98-99,50,Erick Dampier,GSW,6-11,265,50,0,0.0,28.3
658,00-01,82,Erick Dampier,GSW,6-11,265,43,39,47.6,24.1
659,01-02,82,Erick Dampier,GSW,6-11,265,73,9,11.0,23.8
660,02-03,82,Erick Dampier,GSW,6-11,265,82,0,0.0,24.1
661,03-04,82,Erick Dampier,GSW,6-11,265,74,8,9.8,32.5
662,04-05,82,Erick Dampier,DAL,6-11,265,59,23,28.0,27.3
663,05-06,82,Erick Dampier,DAL,6-11,265,82,0,0.0,23.6
664,06-07,82,Erick Dampier,DAL,6-11,265,76,6,7.3,25.2
665,07-08,82,Erick Dampier,DAL,6-11,265,72,10,12.2,24.4
666,08-09,82,Erick Dampier,DAL,6-11,265,80,2,2.4,22.9
667,09-10,82,Erick Dampier,DAL,6-11,265,55,27,32.9,23.3
668,10-11,82,Erick Dampier,MIA,6-11,265,51,31,37.8,16.0
669,98-99,50,Erick Strickland,DAL,6-3,210,33,17,34.0,17.2
670,99-00,82,Erick Strickland,DAL,6-3,210,68,14,17.1,29.8
671,00-01,82,Erick Strickland,VAN,6-3,210,50,32,39.0,16.6
672,01-02,82,Erick Strickland,BOS,6-3,210,79,3,3.7,20.8
673,02-03,82,Erick Strickland,IND,6-3,210,71,11,13.4,18.0
674,03-04,82,Erick Strickland,MIL,6-3,210,43,39,47.6,13.3
675,04-05,82,Erick Strickland,MIL,6-3,210,62,20,24.4,16.4
676,98-99,50,Ervin Johnson,MIL,6-11,245,50,0,0.0,20.5
677,99-00,82,Ervin Johnson,MIL,6-11,245,80,2,2.4,26.6
678,00-01,82,Ervin Johnson,MIL,6-11,245,82,0,0.0,24.1
679,01-02,82,Ervin Johnson,MIL,6-11,245,81,1,1.2,20.5
680,02-03,82,Ervin Johnson,MIL,6-11,245,69,13,15.9,17.0
681,03-04,82,Ervin Johnson,MIN,6-11,245,66,16,19.5,14.6
682,98-99,50,Felipe Lopez,VAN,6-5,170,47,3,6.0,25.9
683,99-00,82,Felipe Lopez,VAN,6-5,170,65,17,20.7,12.0
684,00-01,82,Felipe Lopez,MIN,6-5,170,70,12,14.6,22.4
685,01-02,82,Felipe Lopez,MIN,6-5,170,67,15,18.3,8.7
686,98-99,50,Gary Payton,SEA,6-4,180,50,0,0.0,40.2
687,98-99,50,Gary Payton,SEA,6-3,190,50,0,0.0,40.2
688,99-00,82,Gary Payton,SEA,6-4,180,82,0,0.0,41.8
689,99-00,82,Gary Payton,SEA,6-3,190,82,0,0.0,41.8
690,00-01,82,Gary Payton,SEA,6-4,180,79,3,3.7,41.1
691,00-01,82,Gary Payton,SEA,6-3,190,79,3,3.7,41.1
692,01-02,82,Gary Payton,SEA,6-4,180,82,0,0.0,40.3
693,01-02,82,Gary Payton,SEA,6-3,190,82,0,0.0,40.3
694,02-03,82,Gary Payton,MIL,6-4,180,80,2,2.4,40.1
695,02-03,82,Gary Payton,MIL,6-3,190,80,2,2.4,40.1
696,03-04,82,Gary Payton,LAL,6-4,180,82,0,0.0,34.5
697,03-04,82,Gary Payton,LAL,6-3,190,82,0,0.0,34.5
698,04-05,82,Gary Payton,BOS,6-4,180,77,5,6.1,33.0
699,04-05,82,Gary Payton,BOS,6-3,190,77,5,6.1,33.0
700,05-06,82,Gary Payton,MIA,6-4,180,81,1,1.2,28.5
701,05-06,82,Gary Payton,MIA,6-3,190,81,1,1.2,28.5
702,06-07,82,Gary Payton,MIA,6-4,180,68,14,17.1,22.1
703,06-07,82,Gary Payton,MIA,6-3,190,68,14,17.1,22.1
704,98-99,50,Gary Trent,DAL,6-8,250,45,5,10.0,30.3
705,98-99,50,Gary Trent,DAL,6-6,205,45,5,10.0,30.3
706,01-02,82,Gary Trent,MIN,6-8,250,64,18,22.0,17.8
707,01-02,82,Gary Trent,MIN,6-6,205,64,18,22.0,17.8
708,02-03,82,Gary Trent,MIN,6-8,250,80,2,2.4,15.3
709,02-03,82,Gary Trent,MIN,6-6,205,80,2,2.4,15.3
710,03-04,82,Gary Trent,MIN,6-8,250,68,14,17.1,15.1
711,03-04,82,Gary Trent,MIN,6-6,205,68,14,17.1,15.1
712,98-99,50,George Lynch,PHI,6-8,195,43,7,14.0,30.6
713,99-00,82,George Lynch,PHI,6-8,195,75,7,8.5,32.2
714,00-01,82,George Lynch,PHI,6-8,195,82,0,0.0,32.3
715,01-02,82,George Lynch,CHA,6-8,195,45,37,45.1,19.8
716,02-03,82,George Lynch,NOP,6-8,195,81,1,1.2,18.5
717,03-04,82,George Lynch,NOP,6-8,195,78,4,4.9,21.8
718,04-05,82,George Lynch,NOP,6-8,195,44,38,46.3,21.2
719,98-99,50,George McCloud,PHX,6-6,205,48,2,4.0,25.9
720,99-00,82,George McCloud,DEN,6-6,205,78,4,4.9,27.2
721,00-01,82,George McCloud,DEN,6-6,205,76,6,7.3,26.4
722,01-02,82,George McCloud,DEN,6-6,205,69,13,15.9,26.5
723,98-99,50,Glen Rice,LAL,6-7,215,27,23,46.0,36.5
724,98-99,50,Glen Rice,LAL,6-6,206,27,23,46.0,36.5
725,99-00,82,Glen Rice,LAL,6-7,215,80,2,2.4,31.6
726,99-00,82,Glen Rice,LAL,6-6,206,80,2,2.4,31.6
727,00-01,82,Glen Rice,NYK,6-7,215,75,7,8.5,29.5
728,00-01,82,Glen Rice,NYK,6-6,206,75,7,8.5,29.5
729,01-02,82,Glen Rice,HOU,6-7,215,20,62,75.6,30.3
730,01-02,82,Glen Rice,HOU,6-6,206,20,62,75.6,30.3
731,02-03,82,Glen Rice,HOU,6-7,215,62,20,24.4,24.7
732,02-03,82,Glen Rice,HOU,6-6,206,62,20,24.4,24.7
733,98-99,50,Glenn Robinson,MIL,6-7,225,47,3,6.0,33.6
734,98-99,50,Glenn Robinson,MIL,6-6,222,47,3,6.0,33.6
735,99-00,82,Glenn Robinson,MIL,6-7,225,81,1,1.2,35.9
736,99-00,82,Glenn Robinson,MIL,6-6,222,81,1,1.2,35.9
